From,To,Weight,TransitionType
41,48,2,normal_transition
41,5,2,normal_transition
41,55,2,normal_transition
41,62,2,normal_transition
41,65,2,normal_transition
41,71,2,normal_transition
41,72,2,normal_transition
41,74,2,normal_transition
41,76,2,normal_transition
41,8,2,normal_transition
41,80,2,normal_transition
41,83,2,normal_transition
41,94,2,normal_transition
41,97,2,normal_transition
42,112,2,normal_transition
42,116,2,normal_transition
42,119,2,normal_transition
42,120,2,normal_transition
42,121,2,normal_transition
42,122,2,normal_transition
42,123,2,normal_transition
42,128,2,normal_transition
42,132,2,normal_transition
42,134,2,normal_transition
42,138,2,normal_transition
42,14,2,normal_transition
42,154,2,normal_transition
42,160,2,normal_transition
42,166,2,normal_transition
42,179,2,normal_transition
42,180,2,normal_transition
42,182,2,normal_transition
42,189,2,normal_transition
42,193,2,normal_transition
42,31,2,normal_transition
42,32,2,normal_transition
42,38,2,normal_transition
42,4,2,normal_transition
42,49,2,normal_transition
42,56,2,normal_transition
42,6,2,normal_transition
42,66,2,normal_transition
42,73,2,normal_transition
42,74,2,normal_transition
42,83,2,normal_transition
42,85,2,normal_transition
42,98,2,normal_transition
43,103,2,normal_transition
43,106,2,normal_transition
43,110,2,normal_transition
43,117,2,normal_transition
43,119,2,normal_transition
43,123,2,normal_transition
43,128,2,normal_transition
43,148,2,normal_transition
43,149,2,normal_transition
43,154,2,normal_transition
43,156,2,normal_transition
43,158,2,normal_transition
43,16,2,normal_transition
43,160,2,normal_transition
43,162,2,normal_transition
43,166,2,normal_transition
43,174,2,normal_transition
43,191,2,normal_transition
43,194,2,normal_transition
43,197,2,normal_transition
43,199,2,normal_transition
43,22,2,normal_transition
43,27,2,normal_transition
43,32,2,normal_transition
43,33,2,normal_transition
43,36,2,normal_transition
43,40,2,normal_transition
43,42,2,normal_transition
43,44,2,normal_transition
43,49,2,normal_transition
43,5,2,normal_transition
43,50,2,normal_transition
43,52,2,normal_transition
43,60,2,normal_transition
43,62,2,normal_transition
43,65,2,normal_transition
43,66,2,normal_transition
43,67,2,normal_transition
43,71,2,normal_transition
43,84,2,normal_transition
43,88,2,normal_transition
43,9,2,normal_transition
43,93,2,normal_transition
43,95,2,normal_transition
44,100,2,normal_transition
44,101,2,normal_transition
44,104,2,normal_transition
44,106,2,normal_transition
44,108,2,normal_transition
44,115,2,normal_transition
44,116,2,normal_transition
44,126,2,normal_transition
44,128,2,normal_transition
44,136,2,normal_transition
44,137,2,normal_transition
44,178,2,normal_transition
44,18,2,normal_transition
44,182,2,normal_transition
44,186,2,normal_transition
44,19,2,normal_transition
44,196,2,normal_transition
44,25,2,normal_transition
44,26,2,normal_transition
44,29,2,normal_transition
44,3,2,normal_transition
44,35,2,normal_transition
44,36,2,normal_transition
44,50,2,normal_transition
44,6,2,normal_transition
44,60,2,normal_transition
44,61,2,normal_transition
44,71,2,normal_transition
44,73,2,normal_transition
44,77,2,normal_transition
44,79,2,normal_transition
44,80,2,normal_transition
45,108,2,normal_transition
45,11,2,normal_transition
45,112,2,normal_transition
45,128,2,normal_transition
45,13,2,normal_transition
45,134,2,normal_transition
45,135,2,normal_transition
45,147,2,normal_transition
45,15,2,normal_transition
45,150,2,normal_transition
45,157,2,normal_transition
45,169,2,normal_transition
45,177,2,normal_transition
45,178,2,normal_transition
45,179,2,normal_transition
45,18,2,normal_transition
45,189,2,normal_transition
45,190,2,normal_transition
45,191,2,normal_transition
45,194,2,normal_transition
45,2,2,normal_transition
45,20,2,normal_transition
45,30,2,normal_transition
45,32,2,normal_transition
45,33,2,normal_transition
45,35,2,normal_transition
45,36,2,normal_transition
45,51,2,normal_transition
45,55,2,normal_transition
45,73,2,normal_transition
45,74,2,normal_transition
45,77,2,normal_transition
45,80,2,normal_transition
45,84,2,normal_transition
45,89,2,normal_transition
45,92,2,normal_transition
45,93,2,normal_transition
45,98,2,normal_transition
46,10,2,normal_transition
46,11,2,normal_transition
46,114,2,normal_transition
46,13,2,normal_transition
46,133,2,normal_transition
46,136,2,normal_transition
46,151,2,normal_transition
46,152,2,normal_transition
46,161,2,normal_transition
46,169,2,normal_transition
46,170,2,normal_transition
46,181,2,normal_transition
46,19,2,normal_transition
46,190,2,normal_transition
46,191,2,normal_transition
46,33,2,normal_transition
46,35,2,normal_transition
46,39,2,normal_transition
46,41,2,normal_transition
46,53,2,normal_transition
46,58,2,normal_transition
46,6,2,normal_transition
46,61,2,normal_transition
46,7,2,normal_transition
46,73,2,normal_transition
46,75,2,normal_transition
46,77,2,normal_transition
46,79,2,normal_transition
46,85,2,normal_transition
46,86,2,normal_transition
46,98,2,normal_transition
47,10,2,normal_transition
47,109,2,normal_transition
47,111,2,normal_transition
47,113,2,normal_transition
47,120,2,normal_transition
47,129,2,normal_transition
47,135,2,normal_transition
47,137,2,normal_transition
47,14,2,normal_transition
47,144,2,normal_transition
47,148,2,normal_transition
47,15,2,normal_transition
47,159,2,normal_transition
47,167,2,normal_transition
47,170,2,normal_transition
47,173,2,normal_transition
47,183,2,normal_transition
47,186,2,normal_transition
47,188,2,normal_transition
47,192,2,normal_transition
47,197,2,normal_transition
47,199,2,normal_transition
47,200,2,normal_transition
47,22,2,normal_transition
47,24,2,normal_transition
47,25,2,normal_transition
47,27,2,normal_transition
47,3,2,normal_transition
47,33,2,normal_transition
47,43,2,normal_transition
47,44,2,normal_transition
47,46,2,normal_transition
47,55,2,normal_transition
47,64,2,normal_transition
47,67,2,normal_transition
47,70,2,normal_transition
47,76,2,normal_transition
47,78,2,normal_transition
47,95,2,normal_transition
47,98,2,normal_transition
48,101,2,normal_transition
48,109,2,normal_transition
48,110,2,normal_transition
48,112,2,normal_transition
48,113,2,normal_transition
48,117,2,normal_transition
48,12,2,normal_transition
48,121,2,normal_transition
48,128,2,normal_transition
48,134,2,normal_transition
48,137,2,normal_transition
48,139,2,normal_transition
48,158,2,normal_transition
48,180,2,normal_transition
48,183,2,normal_transition
48,184,2,normal_transition
48,185,2,normal_transition
48,192,2,normal_transition
48,197,2,normal_transition
48,2,2,normal_transition
48,24,2,normal_transition
48,42,2,normal_transition
48,46,2,normal_transition
48,47,2,normal_transition
48,58,2,normal_transition
48,66,2,normal_transition
48,70,2,normal_transition
48,72,2,normal_transition
48,73,2,normal_transition
48,90,2,normal_transition
49,1,2,normal_transition
49,10,2,normal_transition
49,113,2,normal_transition
49,114,2,normal_transition
49,117,2,normal_transition
49,13,2,normal_transition
49,131,2,normal_transition
49,141,2,normal_transition
49,144,2,normal_transition
49,149,2,normal_transition
49,153,2,normal_transition
49,168,2,normal_transition
49,172,2,normal_transition
49,177,2,normal_transition
49,179,2,normal_transition
49,181,2,normal_transition
49,185,2,normal_transition
49,187,2,normal_transition
49,25,2,normal_transition
49,27,2,normal_transition
49,38,2,normal_transition
49,39,2,normal_transition
49,52,2,normal_transition
49,54,2,normal_transition
49,61,2,normal_transition
49,64,2,normal_transition
49,68,2,normal_transition
49,76,2,normal_transition
49,77,2,normal_transition
49,88,2,normal_transition
49,93,2,normal_transition
49,99,2,normal_transition
5,101,2,normal_transition
5,102,2,normal_transition
5,109,2,normal_transition
5,113,2,normal_transition
5,115,2,normal_transition
5,126,2,normal_transition
5,13,2,normal_transition
5,132,2,normal_transition
5,136,2,normal_transition
5,154,2,normal_transition
5,156,2,normal_transition
5,157,2,normal_transition
5,166,2,normal_transition
5,167,2,normal_transition
5,169,2,normal_transition
5,17,2,normal_transition
5,171,2,normal_transition
5,172,2,normal_transition
5,175,2,normal_transition
5,179,2,normal_transition
5,183,2,normal_transition
5,19,2,normal_transition
5,198,2,normal_transition
5,20,2,normal_transition
5,28,2,normal_transition
5,41,2,normal_transition
5,47,2,normal_transition
5,54,2,normal_transition
5,55,2,normal_transition
5,57,2,normal_transition
5,60,2,normal_transition
5,69,2,normal_transition
5,7,2,normal_transition
5,78,2,normal_transition
5,86,2,normal_transition
5,89,2,normal_transition
5,92,2,normal_transition
5,94,2,normal_transition
5,96,2,normal_transition
5,98,2,normal_transition
50,101,2,normal_transition
50,105,2,normal_transition
50,106,2,normal_transition
50,108,2,normal_transition
50,119,2,normal_transition
50,12,2,normal_transition
50,122,2,normal_transition
50,123,2,normal_transition
50,132,2,normal_transition
50,133,2,normal_transition
50,136,2,normal_transition
50,137,2,normal_transition
50,140,2,normal_transition
50,143,2,normal_transition
50,155,2,normal_transition
50,156,2,normal_transition
50,160,2,normal_transition
50,161,2,normal_transition
50,163,2,normal_transition
50,167,2,normal_transition
50,175,2,normal_transition
50,178,2,normal_transition
50,183,2,normal_transition
50,185,2,normal_transition
50,189,2,normal_transition
50,192,2,normal_transition
50,195,2,normal_transition
50,20,2,normal_transition
50,200,2,normal_transition
50,24,2,normal_transition
50,3,2,normal_transition
50,30,2,normal_transition
50,34,2,normal_transition
50,37,2,normal_transition
50,46,2,normal_transition
50,47,2,normal_transition
50,51,2,normal_transition
50,60,2,normal_transition
50,63,2,normal_transition
50,76,2,normal_transition
50,83,2,normal_transition
50,84,2,normal_transition
50,86,2,normal_transition
50,89,2,normal_transition
50,90,2,normal_transition
50,92,2,normal_transition
50,93,2,normal_transition
50,98,2,normal_transition
51,10,2,normal_transition
51,103,2,normal_transition
51,109,2,normal_transition
51,11,2,normal_transition
51,110,2,normal_transition
51,116,2,normal_transition
51,119,2,normal_transition
51,120,2,normal_transition
51,131,2,normal_transition
51,134,2,normal_transition
51,138,2,normal_transition
51,140,2,normal_transition
51,147,2,normal_transition
51,151,2,normal_transition
51,161,2,normal_transition
51,163,2,normal_transition
51,167,2,normal_transition
51,168,2,normal_transition
51,178,2,normal_transition
51,18,2,normal_transition
51,188,2,normal_transition
51,194,2,normal_transition
51,196,2,normal_transition
51,2,2,normal_transition
51,20,2,normal_transition
51,22,2,normal_transition
51,26,2,normal_transition
51,28,2,normal_transition
51,29,2,normal_transition
51,33,2,normal_transition
51,34,2,normal_transition
51,36,2,normal_transition
51,63,2,normal_transition
51,64,2,normal_transition
51,69,2,normal_transition
51,70,2,normal_transition
51,71,2,normal_transition
51,74,2,normal_transition
51,82,2,normal_transition
51,90,2,normal_transition
52,1,2,normal_transition
52,100,2,normal_transition
52,101,2,normal_transition
52,105,2,normal_transition
52,108,2,normal_transition
52,110,2,normal_transition
52,112,2,normal_transition
52,116,2,normal_transition
52,128,2,normal_transition
52,133,2,normal_transition
52,134,2,normal_transition
52,138,2,normal_transition
52,14,2,normal_transition
52,142,2,normal_transition
52,143,2,normal_transition
52,144,2,normal_transition
52,156,2,normal_transition
52,157,2,normal_transition
52,164,2,normal_transition
52,165,2,normal_transition
52,168,2,normal_transition
52,172,2,normal_transition
52,176,2,normal_transition
52,180,2,normal_transition
52,189,2,normal_transition
52,192,2,normal_transition
52,27,2,normal_transition
52,33,2,normal_transition
52,36,2,normal_transition
52,45,2,normal_transition
52,52,2,normal_transition
52,55,2,normal_transition
52,58,2,normal_transition
52,64,2,normal_transition
52,71,2,normal_transition
52,82,2,normal_transition
52,84,2,normal_transition
53,105,2,normal_transition
53,106,2,normal_transition
53,120,2,normal_transition
53,126,2,normal_transition
53,128,2,normal_transition
53,129,2,normal_transition
53,135,2,normal_transition
53,138,2,normal_transition
53,159,2,normal_transition
53,161,2,normal_transition
53,164,2,normal_transition
53,171,2,normal_transition
53,173,2,normal_transition
53,176,2,normal_transition
53,186,2,normal_transition
53,198,2,normal_transition
53,21,2,normal_transition
53,22,2,normal_transition
53,33,2,normal_transition
53,45,2,normal_transition
53,47,2,normal_transition
53,50,2,normal_transition
53,51,2,normal_transition
53,52,2,normal_transition
53,57,2,normal_transition
53,58,2,normal_transition
53,59,2,normal_transition
53,62,2,normal_transition
53,64,2,normal_transition
53,89,2,normal_transition
53,90,2,normal_transition
53,91,2,normal_transition
53,92,2,normal_transition
54,106,2,normal_transition
54,114,2,normal_transition
54,116,2,normal_transition
54,119,2,normal_transition
54,125,2,normal_transition
54,133,2,normal_transition
54,134,2,normal_transition
54,148,2,normal_transition
54,154,2,normal_transition
54,155,2,normal_transition
54,16,2,normal_transition
54,176,2,normal_transition
54,177,2,normal_transition
54,18,2,normal_transition
54,180,2,normal_transition
54,184,2,normal_transition
54,19,2,normal_transition
54,190,2,normal_transition
54,195,2,normal_transition
54,198,2,normal_transition
54,2,2,normal_transition
54,23,2,normal_transition
54,24,2,normal_transition
54,26,2,normal_transition
54,27,2,normal_transition
54,30,2,normal_transition
54,31,2,normal_transition
54,33,2,normal_transition
54,35,2,normal_transition
54,36,2,normal_transition
54,37,2,normal_transition
54,39,2,normal_transition
54,4,2,normal_transition
54,41,2,normal_transition
54,47,2,normal_transition
54,48,2,normal_transition
54,49,2,normal_transition
54,5,2,normal_transition
54,67,2,normal_transition
54,76,2,normal_transition
54,82,2,normal_transition
54,92,2,normal_transition
54,93,2,normal_transition
54,98,2,normal_transition
55,103,2,normal_transition
55,105,2,normal_transition
55,113,2,normal_transition
55,117,2,normal_transition
55,124,2,normal_transition
55,13,2,normal_transition
55,134,2,normal_transition
55,14,2,normal_transition
55,153,2,normal_transition
55,16,2,normal_transition
55,163,2,normal_transition
55,167,2,normal_transition
55,178,2,normal_transition
55,186,2,normal_transition
55,190,2,normal_transition
55,196,2,normal_transition
55,198,2,normal_transition
55,23,2,normal_transition
55,24,2,normal_transition
55,27,2,normal_transition
55,30,2,normal_transition
55,41,2,normal_transition
55,42,2,normal_transition
55,5,2,normal_transition
55,52,2,normal_transition
55,63,2,normal_transition
55,79,2,normal_transition
55,82,2,normal_transition
55,87,2,normal_transition
55,89,2,normal_transition
55,90,2,normal_transition
55,92,2,normal_transition
56,100,2,normal_transition
56,105,2,normal_transition
56,106,2,normal_transition
56,109,2,normal_transition
56,115,2,normal_transition
56,125,2,normal_transition
56,127,2,normal_transition
56,135,2,normal_transition
56,140,2,normal_transition
56,143,2,normal_transition
56,146,2,normal_transition
56,147,2,normal_transition
56,148,2,normal_transition
56,157,2,normal_transition
56,16,2,normal_transition
56,160,2,normal_transition
56,166,2,normal_transition
56,167,2,normal_transition
56,181,2,normal_transition
56,195,2,normal_transition
56,199,2,normal_transition
56,24,2,normal_transition
56,26,2,normal_transition
56,4,2,normal_transition
56,44,2,normal_transition
56,50,2,normal_transition
56,53,2,normal_transition
56,72,2,normal_transition
56,77,2,normal_transition
56,78,2,normal_transition
56,86,2,normal_transition
56,94,2,normal_transition
56,97,2,normal_transition
57,104,2,normal_transition
57,109,2,normal_transition
57,111,2,normal_transition
57,114,2,normal_transition
57,118,2,normal_transition
57,12,2,normal_transition
57,120,2,normal_transition
57,132,2,normal_transition
57,137,2,normal_transition
57,145,2,normal_transition
57,148,2,normal_transition
57,152,2,normal_transition
57,16,2,normal_transition
57,167,2,normal_transition
57,178,2,normal_transition
57,179,2,normal_transition
57,188,2,normal_transition
57,194,2,normal_transition
57,27,2,normal_transition
57,35,2,normal_transition
57,38,2,normal_transition
57,39,2,normal_transition
57,42,2,normal_transition
57,46,2,normal_transition
57,47,2,normal_transition
57,52,2,normal_transition
57,56,2,normal_transition
57,57,2,normal_transition
57,62,2,normal_transition
57,69,2,normal_transition
57,8,2,normal_transition
57,82,2,normal_transition
57,96,2,normal_transition
57,98,2,normal_transition
58,103,2,normal_transition
58,106,2,normal_transition
58,108,2,normal_transition
58,114,2,normal_transition
58,117,2,normal_transition
58,131,2,normal_transition
58,134,2,normal_transition
58,14,2,normal_transition
58,145,2,normal_transition
58,15,2,normal_transition
58,158,2,normal_transition
58,161,2,normal_transition
58,164,2,normal_transition
58,187,2,normal_transition
58,20,2,normal_transition
58,200,2,normal_transition
58,30,2,normal_transition
58,32,2,normal_transition
58,34,2,normal_transition
58,50,2,normal_transition
58,55,2,normal_transition
58,59,2,normal_transition
58,62,2,normal_transition
58,79,2,normal_transition
58,89,2,normal_transition
58,90,2,normal_transition
58,91,2,normal_transition
58,93,2,normal_transition
59,10,2,normal_transition
59,103,2,normal_transition
59,104,2,normal_transition
59,114,2,normal_transition
59,116,2,normal_transition
59,118,2,normal_transition
59,12,2,normal_transition
59,130,2,normal_transition
59,131,2,normal_transition
59,15,2,normal_transition
59,151,2,normal_transition
59,155,2,normal_transition
59,156,2,normal_transition
59,163,2,normal_transition
59,167,2,normal_transition
59,170,2,normal_transition
59,172,2,normal_transition
59,179,2,normal_transition
59,180,2,normal_transition
59,188,2,normal_transition
59,194,2,normal_transition
59,195,2,normal_transition
59,200,2,normal_transition
59,3,2,normal_transition
59,30,2,normal_transition
59,31,2,normal_transition
59,32,2,normal_transition
59,33,2,normal_transition
59,5,2,normal_transition
59,53,2,normal_transition
59,57,2,normal_transition
59,61,2,normal_transition
59,62,2,normal_transition
59,65,2,normal_transition
59,71,2,normal_transition
59,79,2,normal_transition
59,8,2,normal_transition
59,82,2,normal_transition
59,89,2,normal_transition
59,90,2,normal_transition
59,93,2,normal_transition
59,95,2,normal_transition
59,96,2,normal_transition
6,103,2,normal_transition
6,106,2,normal_transition
6,113,2,normal_transition
6,115,2,normal_transition
6,118,2,normal_transition
6,12,2,normal_transition
6,13,2,normal_transition
6,131,2,normal_transition
6,137,2,normal_transition
6,139,2,normal_transition
6,146,2,normal_transition
6,148,2,normal_transition
6,15,2,normal_transition
6,150,2,normal_transition
6,162,2,normal_transition
6,163,2,normal_transition
6,165,2,normal_transition
6,170,2,normal_transition
6,174,2,normal_transition
6,181,2,normal_transition
6,189,2,normal_transition
6,29,2,normal_transition
6,33,2,normal_transition
6,38,2,normal_transition
6,43,2,normal_transition
6,44,2,normal_transition
6,46,2,normal_transition
6,49,2,normal_transition
6,50,2,normal_transition
6,57,2,normal_transition
6,64,2,normal_transition
6,66,2,normal_transition
6,67,2,normal_transition
6,69,2,normal_transition
6,70,2,normal_transition
6,75,2,normal_transition
6,85,2,normal_transition
6,87,2,normal_transition
60,108,2,normal_transition
60,11,2,normal_transition
60,111,2,normal_transition
60,117,2,normal_transition
60,127,2,normal_transition
60,13,2,normal_transition
60,131,2,normal_transition
60,132,2,normal_transition
60,133,2,normal_transition
60,138,2,normal_transition
60,140,2,normal_transition
60,142,2,normal_transition
60,147,2,normal_transition
60,162,2,normal_transition
60,166,2,normal_transition
60,172,2,normal_transition
60,173,2,normal_transition
60,180,2,normal_transition
60,193,2,normal_transition
60,20,2,normal_transition
60,24,2,normal_transition
60,26,2,normal_transition
60,3,2,normal_transition
60,38,2,normal_transition
60,39,2,normal_transition
60,40,2,normal_transition
60,41,2,normal_transition
60,5,2,normal_transition
60,50,2,normal_transition
60,55,2,normal_transition
60,60,2,normal_transition
60,68,2,normal_transition
60,76,2,normal_transition
60,81,2,normal_transition
60,94,2,normal_transition
61,10,2,normal_transition
61,100,2,normal_transition
61,112,2,normal_transition
61,117,2,normal_transition
61,119,2,normal_transition
61,12,2,normal_transition
61,127,2,normal_transition
61,129,2,normal_transition
61,137,2,normal_transition
61,139,2,normal_transition
61,14,2,normal_transition
61,149,2,normal_transition
61,151,2,normal_transition
61,155,2,normal_transition
61,172,2,normal_transition
61,181,2,normal_transition
61,185,2,normal_transition
61,188,2,normal_transition
61,189,2,normal_transition
61,195,2,normal_transition
61,196,2,normal_transition
61,198,2,normal_transition
61,20,2,normal_transition
61,21,2,normal_transition
61,26,2,normal_transition
61,29,2,normal_transition
61,31,2,normal_transition
61,33,2,normal_transition
61,35,2,normal_transition
61,47,2,normal_transition
61,5,2,normal_transition
61,55,2,normal_transition
61,6,2,normal_transition
61,73,2,normal_transition
61,75,2,normal_transition
61,77,2,normal_transition
61,85,2,normal_transition
61,95,2,normal_transition
62,104,2,normal_transition
62,107,2,normal_transition
62,108,2,normal_transition
62,112,2,normal_transition
62,115,2,normal_transition
62,123,2,normal_transition
62,129,2,normal_transition
62,131,2,normal_transition
62,132,2,normal_transition
62,137,2,normal_transition
62,142,2,normal_transition
62,147,2,normal_transition
62,149,2,normal_transition
62,154,2,normal_transition
62,156,2,normal_transition
62,157,2,normal_transition
62,16,2,normal_transition
62,17,2,normal_transition
62,180,2,normal_transition
62,185,2,normal_transition
62,187,2,normal_transition
62,191,2,normal_transition
62,196,2,normal_transition
62,198,2,normal_transition
62,2,2,normal_transition
62,22,2,normal_transition
62,23,2,normal_transition
62,26,2,normal_transition
62,29,2,normal_transition
62,31,2,normal_transition
62,34,2,normal_transition
62,44,2,normal_transition
62,51,2,normal_transition
62,60,2,normal_transition
62,63,2,normal_transition
62,75,2,normal_transition
62,78,2,normal_transition
62,8,2,normal_transition
62,81,2,normal_transition
62,86,2,normal_transition
62,87,2,normal_transition
62,94,2,normal_transition
63,1,2,normal_transition
63,100,2,normal_transition
63,103,2,normal_transition
63,108,2,normal_transition
63,110,2,normal_transition
63,111,2,normal_transition
63,112,2,normal_transition
63,123,2,normal_transition
63,130,2,normal_transition
63,133,2,normal_transition
63,134,2,normal_transition
63,138,2,normal_transition
63,143,2,normal_transition
63,144,2,normal_transition
63,145,2,normal_transition
63,148,2,normal_transition
63,150,2,normal_transition
63,153,2,normal_transition
63,156,2,normal_transition
63,166,2,normal_transition
63,167,2,normal_transition
63,174,2,normal_transition
63,176,2,normal_transition
63,181,2,normal_transition
63,182,2,normal_transition
63,183,2,normal_transition
63,184,2,normal_transition
63,185,2,normal_transition
63,190,2,normal_transition
63,191,2,normal_transition
63,192,2,normal_transition
63,198,2,normal_transition
63,20,2,normal_transition
63,22,2,normal_transition
63,28,2,normal_transition
63,31,2,normal_transition
63,38,2,normal_transition
63,46,2,normal_transition
63,48,2,normal_transition
63,51,2,normal_transition
63,60,2,normal_transition
63,63,2,normal_transition
63,64,2,normal_transition
63,65,2,normal_transition
63,72,2,normal_transition
63,77,2,normal_transition
63,78,2,normal_transition
63,87,2,normal_transition
64,101,2,normal_transition
64,102,2,normal_transition
64,111,2,normal_transition
64,112,2,normal_transition
64,116,2,normal_transition
64,121,2,normal_transition
64,124,2,normal_transition
64,126,2,normal_transition
64,129,2,normal_transition
64,139,2,normal_transition
64,142,2,normal_transition
64,145,2,normal_transition
64,157,2,normal_transition
64,158,2,normal_transition
64,161,2,normal_transition
64,163,2,normal_transition
64,17,2,normal_transition
64,170,2,normal_transition
64,171,2,normal_transition
64,173,2,normal_transition
64,177,2,normal_transition
64,180,2,normal_transition
64,181,2,normal_transition
64,188,2,normal_transition
64,189,2,normal_transition
64,19,2,normal_transition
64,20,2,normal_transition
64,21,2,normal_transition
64,37,2,normal_transition
64,39,2,normal_transition
64,40,2,normal_transition
64,42,2,normal_transition
64,49,2,normal_transition
64,51,2,normal_transition
64,55,2,normal_transition
64,57,2,normal_transition
64,6,2,normal_transition
64,61,2,normal_transition
64,65,2,normal_transition
64,7,2,normal_transition
64,71,2,normal_transition
64,72,2,normal_transition
64,89,2,normal_transition
65,1,2,normal_transition
65,102,2,normal_transition
65,109,2,normal_transition
65,110,2,normal_transition
65,114,2,normal_transition
65,117,2,normal_transition
65,128,2,normal_transition
65,132,2,normal_transition
65,135,2,normal_transition
65,136,2,normal_transition
65,141,2,normal_transition
65,149,2,normal_transition
65,15,2,normal_transition
65,171,2,normal_transition
65,174,2,normal_transition
65,178,2,normal_transition
65,187,2,normal_transition
65,189,2,normal_transition
65,193,2,normal_transition
65,2,2,normal_transition
65,29,2,normal_transition
65,33,2,normal_transition
65,36,2,normal_transition
65,37,2,normal_transition
65,50,2,normal_transition
65,57,2,normal_transition
65,72,2,normal_transition
65,73,2,normal_transition
65,76,2,normal_transition
65,8,2,normal_transition
65,81,2,normal_transition
65,86,2,normal_transition
65,88,2,normal_transition
65,89,2,normal_transition
65,90,2,normal_transition
65,94,2,normal_transition
66,105,2,normal_transition
66,106,2,normal_transition
66,11,2,normal_transition
66,112,2,normal_transition
66,113,2,normal_transition
66,115,2,normal_transition
66,126,2,normal_transition
66,131,2,normal_transition
66,133,2,normal_transition
66,135,2,normal_transition
66,14,2,normal_transition
66,159,2,normal_transition
66,170,2,normal_transition
66,175,2,normal_transition
66,179,2,normal_transition
66,189,2,normal_transition
66,191,2,normal_transition
66,33,2,normal_transition
66,34,2,normal_transition
66,39,2,normal_transition
66,5,2,normal_transition
66,54,2,normal_transition
66,77,2,normal_transition
66,80,2,normal_transition
66,82,2,normal_transition
66,89,2,normal_transition
66,91,2,normal_transition
66,98,2,normal_transition
67,1,2,normal_transition
67,100,2,normal_transition
67,101,2,normal_transition
67,116,2,normal_transition
67,118,2,normal_transition
67,123,2,normal_transition
67,126,2,normal_transition
67,128,2,normal_transition
67,139,2,normal_transition
67,141,2,normal_transition
67,149,2,normal_transition
67,150,2,normal_transition
67,152,2,normal_transition
67,154,2,normal_transition
67,159,2,normal_transition
67,16,2,normal_transition
67,164,2,normal_transition
67,165,2,normal_transition
67,169,2,normal_transition
67,175,2,normal_transition
67,177,2,normal_transition
67,178,2,normal_transition
67,182,2,normal_transition
67,187,2,normal_transition
67,19,2,normal_transition
67,190,2,normal_transition
67,2,2,normal_transition
67,3,2,normal_transition
67,30,2,normal_transition
67,33,2,normal_transition
67,43,2,normal_transition
67,51,2,normal_transition
67,57,2,normal_transition
67,6,2,normal_transition
67,64,2,normal_transition
67,65,2,normal_transition
67,66,2,normal_transition
67,77,2,normal_transition
67,86,2,normal_transition
67,9,2,normal_transition
67,91,2,normal_transition
67,96,2,normal_transition
68,116,2,normal_transition
68,12,2,normal_transition
68,123,2,normal_transition
68,139,2,normal_transition
68,15,2,normal_transition
68,159,2,normal_transition
68,162,2,normal_transition
68,171,2,normal_transition
68,178,2,normal_transition
68,18,2,normal_transition
68,180,2,normal_transition
68,181,2,normal_transition
68,183,2,normal_transition
68,186,2,normal_transition
68,19,2,normal_transition
68,192,2,normal_transition
68,23,2,normal_transition
68,31,2,normal_transition
68,40,2,normal_transition
68,51,2,normal_transition
68,66,2,normal_transition
68,67,2,normal_transition
68,71,2,normal_transition
68,76,2,normal_transition
68,78,2,normal_transition
68,86,2,normal_transition
68,90,2,normal_transition
69,100,2,normal_transition
69,101,2,normal_transition
69,103,2,normal_transition
69,11,2,normal_transition
69,118,2,normal_transition
69,128,2,normal_transition
69,129,2,normal_transition
69,130,2,normal_transition
69,139,2,normal_transition
69,14,2,normal_transition
69,144,2,normal_transition
69,146,2,normal_transition
69,158,2,normal_transition
69,177,2,normal_transition
69,18,2,normal_transition
69,185,2,normal_transition
69,190,2,normal_transition
69,191,2,normal_transition
69,197,2,normal_transition
69,20,2,normal_transition
69,25,2,normal_transition
69,32,2,normal_transition
69,36,2,normal_transition
69,4,2,normal_transition
69,45,2,normal_transition
69,46,2,normal_transition
69,50,2,normal_transition
69,53,2,normal_transition
69,56,2,normal_transition
69,57,2,normal_transition
69,6,2,normal_transition
69,68,2,normal_transition
69,71,2,normal_transition
69,75,2,normal_transition
69,78,2,normal_transition
69,80,2,normal_transition
69,81,2,normal_transition
69,83,2,normal_transition
69,85,2,normal_transition
69,91,2,normal_transition
69,94,2,normal_transition
7,100,2,normal_transition
7,106,2,normal_transition
7,108,2,normal_transition
7,116,2,normal_transition
7,124,2,normal_transition
7,140,2,normal_transition
7,149,2,normal_transition
7,151,2,normal_transition
7,157,2,normal_transition
7,164,2,normal_transition
7,165,2,normal_transition
7,169,2,normal_transition
7,173,2,normal_transition
7,177,2,normal_transition
7,196,2,normal_transition
7,28,2,normal_transition
7,3,2,normal_transition
7,31,2,normal_transition
7,36,2,normal_transition
7,51,2,normal_transition
7,55,2,normal_transition
7,59,2,normal_transition
7,65,2,normal_transition
7,69,2,normal_transition
7,70,2,normal_transition
7,77,2,normal_transition
7,81,2,normal_transition
7,85,2,normal_transition
7,88,2,normal_transition
7,9,2,normal_transition
7,90,2,normal_transition
7,97,2,normal_transition
70,106,2,normal_transition
70,119,2,normal_transition
70,121,2,normal_transition
70,122,2,normal_transition
70,129,2,normal_transition
70,130,2,normal_transition
70,132,2,normal_transition
70,137,2,normal_transition
70,147,2,normal_transition
