customer,timestamp,item,next_item,sequence_position
S8838,13,139,28,13
S8838,14,28,51,14
S8838,15,51,SINK,15
S8839,1,130,142,1
S8839,2,142,129,2
S8839,3,129,188,3
S8839,4,188,97,4
S8839,5,97,147,5
S8839,6,147,147,6
S8839,7,147,196,7
S8839,8,196,121,8
S8839,9,121,115,9
S8839,10,115,106,10
S8839,11,106,159,11
S8839,12,159,138,12
S8839,13,138,16,13
S8839,14,16,38,14
S8839,15,38,108,15
S8839,16,108,SINK,16
S884,1,67,101,1
S884,2,101,144,2
S884,3,144,68,3
S884,4,68,114,4
S884,5,114,122,5
S884,6,122,143,6
S884,7,143,192,7
S884,8,192,155,8
S884,9,155,6,9
S884,10,6,122,10
S884,11,122,77,11
S884,12,77,39,12
S884,13,39,9,13
S884,14,9,85,14
S884,15,85,SINK,15
S8840,1,136,72,1
S8840,2,72,198,2
S8840,3,198,103,3
S8840,4,103,145,4
S8840,5,145,166,5
S8840,6,166,20,6
S8840,7,20,186,7
S8840,8,186,107,8
S8840,9,107,83,9
S8840,10,83,SINK,10
S8841,1,37,71,1
S8841,2,71,17,2
S8841,3,17,154,3
S8841,4,154,91,4
S8841,5,91,68,5
S8841,6,68,172,6
S8841,7,172,115,7
S8841,8,115,24,8
S8841,9,24,134,9
S8841,10,134,63,10
S8841,11,63,194,11
S8841,12,194,108,12
S8841,13,108,34,13
S8841,14,34,58,14
S8841,15,58,47,15
S8841,16,47,51,16
S8841,17,51,SINK,17
S8842,1,130,31,1
S8842,2,31,93,2
S8842,3,93,80,3
S8842,4,80,160,4
S8842,5,160,162,5
S8842,6,162,162,6
S8842,7,162,170,7
S8842,8,170,154,8
S8842,9,154,181,9
S8842,10,181,80,10
S8842,11,80,58,11
S8842,12,58,99,12
S8842,13,99,179,13
S8842,14,179,143,14
S8842,15,143,SINK,15
S8843,1,149,163,1
S8843,2,163,117,2
S8843,3,117,30,3
S8843,4,30,159,4
S8843,5,159,40,5
S8843,6,40,159,6
S8843,7,159,139,7
S8843,8,139,117,8
S8843,9,117,42,9
S8843,10,42,177,10
S8843,11,177,101,11
S8843,12,101,158,12
S8843,13,158,67,13
S8843,14,67,57,14
S8843,15,57,187,15
S8843,16,187,76,16
S8843,17,76,196,17
S8843,18,196,142,18
S8843,19,142,SINK,19
S8844,1,55,6,1
S8844,2,6,98,2
S8844,3,98,152,3
S8844,4,152,89,4
S8844,5,89,162,5
S8844,6,162,102,6
S8844,7,102,22,7
S8844,8,22,64,8
S8844,9,64,86,9
S8844,10,86,25,10
S8844,11,25,107,11
S8844,12,107,67,12
S8844,13,67,68,13
S8844,14,68,44,14
S8844,15,44,34,15
S8844,16,34,47,16
S8844,17,47,57,17
S8844,18,57,SINK,18
S8845,1,146,164,1
S8845,2,164,157,2
S8845,3,157,193,3
S8845,4,193,175,4
S8845,5,175,111,5
S8845,6,111,16,6
S8845,7,16,27,7
S8845,8,27,134,8
S8845,9,134,SINK,9
S8846,1,32,50,1
S8846,2,50,77,2
S8846,3,77,141,3
S8846,4,141,88,4
S8846,5,88,173,5
S8846,6,173,199,6
S8846,7,199,22,7
S8846,8,22,104,8
S8846,9,104,104,9
S8846,10,104,6,10
S8846,11,6,104,11
S8846,12,104,48,12
S8846,13,48,4,13
S8846,14,4,131,14
S8846,15,131,SINK,15
S8847,1,153,182,1
S8847,2,182,55,2
S8847,3,55,44,3
S8847,4,44,75,4
S8847,5,75,26,5
S8847,6,26,10,6
S8847,7,10,48,7
S8847,8,48,61,8
S8847,9,61,154,9
S8847,10,154,16,10
S8847,11,16,197,11
S8847,12,197,60,12
S8847,13,60,18,13
S8847,14,18,SINK,14
S8848,1,112,106,1
S8848,2,106,108,2
S8848,3,108,120,3
S8848,4,120,18,4
S8848,5,18,97,5
S8848,6,97,77,6
S8848,7,77,86,7
S8848,8,86,103,8
S8848,9,103,162,9
S8848,10,162,197,10
S8848,11,197,94,11
S8848,12,94,36,12
S8848,13,36,188,13
S8848,14,188,36,14
S8848,15,36,114,15
S8848,16,114,147,16
S8848,17,147,41,17
S8848,18,41,117,18
S8848,19,117,183,19
S8848,20,183,SINK,20
S8849,1,12,165,1
S8849,2,165,41,2
S8849,3,41,177,3
S8849,4,177,200,4
S8849,5,200,28,5
S8849,6,28,105,6
S8849,7,105,188,7
S8849,8,188,16,8
S8849,9,16,122,9
S8849,10,122,44,10
S8849,11,44,172,11
S8849,12,172,172,12
S8849,13,172,11,13
S8849,14,11,18,14
S8849,15,18,SINK,15
S885,1,77,124,1
S885,2,124,14,2
S885,3,14,107,3
S885,4,107,198,4
S885,5,198,127,5
S885,6,127,20,6
S885,7,20,72,7
S885,8,72,119,8
S885,9,119,146,9
S885,10,146,131,10
S885,11,131,190,11
S885,12,190,51,12
S885,13,51,192,13
S885,14,192,177,14
S885,15,177,26,15
S885,16,26,76,16
S885,17,76,39,17
S885,18,39,SINK,18
S8850,1,78,25,1
S8850,2,25,188,2
S8850,3,188,131,3
S8850,4,131,46,4
S8850,5,46,135,5
S8850,6,135,38,6
S8850,7,38,67,7
S8850,8,67,78,8
S8850,9,78,50,9
S8850,10,50,83,10
S8850,11,83,120,11
S8850,12,120,58,12
S8850,13,58,174,13
S8850,14,174,SINK,14
S8851,1,144,28,1
S8851,2,28,72,2
S8851,3,72,101,3
S8851,4,101,104,4
S8851,5,104,149,5
S8851,6,149,26,6
S8851,7,26,69,7
S8851,8,69,65,8
S8851,9,65,98,9
S8851,10,98,29,10
S8851,11,29,94,11
S8851,12,94,146,12
S8851,13,146,7,13
S8851,14,7,119,14
S8851,15,119,SINK,15
S8852,1,103,95,1
S8852,2,95,197,2
S8852,3,197,59,3
S8852,4,59,112,4
S8852,5,112,155,5
S8852,6,155,12,6
S8852,7,12,97,7
S8852,8,97,42,8
S8852,9,42,181,9
S8852,10,181,48,10
S8852,11,48,6,11
S8852,12,6,193,12
S8852,13,193,169,13
S8852,14,169,78,14
S8852,15,78,127,15
S8852,16,127,116,16
S8852,17,116,82,17
S8852,18,82,SINK,18
S8853,1,34,58,1
S8853,2,58,66,2
S8853,3,66,110,3
S8853,4,110,52,4
S8853,5,52,126,5
S8853,6,126,84,6
S8853,7,84,32,7
S8853,8,32,43,8
S8853,9,43,143,9
S8853,10,143,35,10
S8853,11,35,198,11
S8853,12,198,97,12
S8853,13,97,11,13
S8853,14,11,180,14
S8853,15,180,SINK,15
S8854,1,3,66,1
S8854,2,66,40,2
S8854,3,40,55,3
S8854,4,55,191,4
S8854,5,191,59,5
S8854,6,59,178,6
S8854,7,178,11,7
S8854,8,11,8,8
S8854,9,8,159,9
S8854,10,159,23,10
S8854,11,23,44,11
S8854,12,44,151,12
S8854,13,151,169,13
S8854,14,169,57,14
S8854,15,57,183,15
S8854,16,183,176,16
S8854,17,176,SINK,17
S8855,1,199,177,1
S8855,2,177,103,2
S8855,3,103,145,3
S8855,4,145,171,4
S8855,5,171,182,5
S8855,6,182,115,6
S8855,7,115,12,7
S8855,8,12,136,8
S8855,9,136,79,9
S8855,10,79,112,10
S8855,11,112,199,11
S8855,12,199,126,12
S8855,13,126,35,13
S8855,14,35,SINK,14
S8856,1,82,196,1
S8856,2,196,173,2
S8856,3,173,52,3
S8856,4,52,25,4
S8856,5,25,167,5
S8856,6,167,9,6
S8856,7,9,185,7
S8856,8,185,85,8
S8856,9,85,SINK,9
S8857,1,90,28,1
S8857,2,28,115,2
S8857,3,115,53,3
S8857,4,53,57,4
S8857,5,57,69,5
S8857,6,69,9,6
S8857,7,9,64,7
S8857,8,64,75,8
S8857,9,75,133,9
S8857,10,133,150,10
S8857,11,150,195,11
S8857,12,195,100,12
S8857,13,100,20,13
S8857,14,20,169,14
S8857,15,169,SINK,15
S8858,1,5,49,1
S8858,2,49,174,2
S8858,3,174,182,3
S8858,4,182,99,4
S8858,5,99,16,5
S8858,6,16,128,6
S8858,7,128,20,7
S8858,8,20,81,8
S8858,9,81,22,9
S8858,10,22,186,10
S8858,11,186,51,11
S8858,12,51,6,12
S8858,13,6,121,13
S8858,14,121,117,14
S8858,15,117,SINK,15
S8859,1,20,48,1
S8859,2,48,102,2
S8859,3,102,27,3
S8859,4,27,23,4
S8859,5,23,162,5
S8859,6,162,82,6
S8859,7,82,108,7
S8859,8,108,15,8
S8859,9,15,121,9
S8859,10,121,2,10
S8859,11,2,25,11
S8859,12,25,75,12
S8859,13,75,SINK,13
S886,1,116,115,1
S886,2,115,45,2
S886,3,45,156,3
S886,4,156,136,4
S886,5,136,97,5
S886,6,97,141,6
S886,7,141,137,7
S886,8,137,58,8
S886,9,58,137,9
S886,10,137,133,10
S886,11,133,155,11
S886,12,155,SINK,12
S8860,1,113,64,1
S8860,2,64,16,2
S8860,3,16,91,3
S8860,4,91,37,4
S8860,5,37,28,5
S8860,6,28,140,6
S8860,7,140,107,7
S8860,8,107,149,8
S8860,9,149,113,9
S8860,10,113,56,10
S8860,11,56,133,11
S8860,12,133,38,12
S8860,13,38,61,13
S8860,14,61,74,14
S8860,15,74,128,15
S8860,16,128,177,16
S8860,17,177,SINK,17
S8861,1,30,33,1
S8861,2,33,81,2
S8861,3,81,80,3
S8861,4,80,132,4
S8861,5,132,150,5
S8861,6,150,145,6
S8861,7,145,143,7
S8861,8,143,157,8
S8861,9,157,36,9
S8861,10,36,2,10
S8861,11,2,SINK,11
S8862,1,81,48,1
S8862,2,48,150,2
S8862,3,150,52,3
S8862,4,52,7,4
S8862,5,7,85,5
S8862,6,85,32,6
S8862,7,32,29,7
S8862,8,29,142,8
S8862,9,142,23,9
S8862,10,23,132,10
S8862,11,132,127,11
S8862,12,127,87,12
S8862,13,87,27,13
S8862,14,27,113,14
S8862,15,113,33,15
S8862,16,33,187,16
S8862,17,187,73,17
S8862,18,73,150,18
S8862,19,150,28,19
S8862,20,28,SINK,20
S8863,1,84,127,1
S8863,2,127,7,2
S8863,3,7,4,3
S8863,4,4,51,4
S8863,5,51,21,5
S8863,6,21,177,6
S8863,7,177,16,7
S8863,8,16,191,8
S8863,9,191,42,9
S8863,10,42,103,10
S8863,11,103,36,11
S8863,12,36,129,12
S8863,13,129,SINK,13
S8864,1,107,86,1
S8864,2,86,8,2
S8864,3,8,115,3
S8864,4,115,56,4
S8864,5,56,90,5
S8864,6,90,43,6
S8864,7,43,187,7
S8864,8,187,81,8
S8864,9,81,185,9
S8864,10,185,199,10
S8864,11,199,140,11
S8864,12,140,196,12
S8864,13,196,146,13
S8864,14,146,85,14
S8864,15,85,7,15
S8864,16,7,SINK,16
S8865,1,18,69,1
S8865,2,69,193,2
S8865,3,193,133,3
S8865,4,133,72,4
S8865,5,72,66,5
S8865,6,66,117,6
S8865,7,117,110,7
S8865,8,110,73,8
S8865,9,73,171,9
S8865,10,171,34,10
S8865,11,34,69,11
S8865,12,69,187,12
S8865,13,187,68,13
S8865,14,68,18,14
S8865,15,18,33,15
S8865,16,33,SINK,16
S8866,1,6,89,1
S8866,2,89,151,2
S8866,3,151,197,3
S8866,4,197,37,4
S8866,5,37,57,5
S8866,6,57,136,6
S8866,7,136,113,7
S8866,8,113,53,8
S8866,9,53,109,9
S8866,10,109,141,10
S8866,11,141,184,11
S8866,12,184,64,12
S8866,13,64,137,13
S8866,14,137,90,14
S8866,15,90,135,15
S8866,16,135,77,16
S8866,17,77,130,17
S8866,18,130,SINK,18
S8867,1,149,33,1
S8867,2,33,103,2
S8867,3,103,39,3
S8867,4,39,114,4
S8867,5,114,117,5
S8867,6,117,24,6
S8867,7,24,154,7
S8867,8,154,116,8
S8867,9,116,17,9
S8867,10,17,20,10
S8867,11,20,72,11
S8867,12,72,69,12
S8867,13,69,154,13
S8867,14,154,138,14
S8867,15,138,8,15
S8867,16,8,32,16
S8867,17,32,195,17
S8867,18,195,148,18
S8867,19,148,53,19
S8867,20,53,182,20
S8867,21,182,SINK,21
S8868,1,49,94,1
S8868,2,94,30,2
S8868,3,30,34,3
S8868,4,34,187,4
S8868,5,187,119,5
S8868,6,119,140,6
S8868,7,140,158,7
S8868,8,158,150,8
S8868,9,150,26,9
S8868,10,26,119,10
S8868,11,119,93,11
S8868,12,93,198,12
S8868,13,198,109,13
S8868,14,109,13,14
S8868,15,13,44,15
S8868,16,44,59,16
S8868,17,59,65,17
S8868,18,65,23,18
S8868,19,23,SINK,19
S8869,1,161,170,1
S8869,2,170,1,2
S8869,3,1,84,3
S8869,4,84,124,4
S8869,5,124,8,5
S8869,6,8,72,6
S8869,7,72,151,7
S8869,8,151,154,8
S8869,9,154,94,9
S8869,10,94,136,10
S8869,11,136,157,11
S8869,12,157,162,12
S8869,13,162,26,13
S8869,14,26,197,14
S8869,15,197,194,15
S8869,16,194,143,16
S8869,17,143,91,17
S8869,18,91,194,18
S8869,19,194,11,19
S8869,20,11,43,20
S8869,21,43,SINK,21
S887,1,127,43,1
S887,2,43,3,2
S887,3,3,178,3
S887,4,178,167,4
S887,5,167,83,5
S887,6,83,151,6
S887,7,151,58,7
S887,8,58,148,8
S887,9,148,48,9
S887,10,48,27,10
S887,11,27,4,11
S887,12,4,162,12
S887,13,162,162,13
S887,14,162,SINK,14
S8870,1,51,148,1
S8870,2,148,63,2
S8870,3,63,175,3
S8870,4,175,16,4
S8870,5,16,1,5
S8870,6,1,39,6
S8870,7,39,61,7
S8870,8,61,81,8
S8870,9,81,145,9
S8870,10,145,182,10
S8870,11,182,64,11
S8870,12,64,128,12
S8870,13,128,51,13
S8870,14,51,181,14
S8870,15,181,97,15
S8870,16,97,110,16
S8870,17,110,141,17
S8870,18,141,SINK,18
S8871,1,88,33,1
S8871,2,33,31,2
S8871,3,31,30,3
S8871,4,30,164,4
S8871,5,164,139,5
S8871,6,139,55,6
S8871,7,55,121,7
S8871,8,121,118,8
S8871,9,118,69,9
S8871,10,69,SINK,10
S8872,1,98,1,1
S8872,2,1,91,2
S8872,3,91,124,3
S8872,4,124,38,4
S8872,5,38,122,5
S8872,6,122,128,6
S8872,7,128,65,7
S8872,8,65,185,8
S8872,9,185,81,9
S8872,10,81,9,10
S8872,11,9,198,11
S8872,12,198,73,12
S8872,13,73,78,13
S8872,14,78,165,14
S8872,15,165,SINK,15
S8873,1,130,110,1
S8873,2,110,71,2
S8873,3,71,130,3
S8873,4,130,176,4
S8873,5,176,48,5
S8873,6,48,185,6
S8873,7,185,184,7
S8873,8,184,35,8
S8873,9,35,38,9
S8873,10,38,91,10
S8873,11,91,118,11
S8873,12,118,33,12
S8873,13,33,48,13
S8873,14,48,36,14
S8873,15,36,175,15
S8873,16,175,173,16
S8873,17,173,127,17
S8873,18,127,193,18
S8873,19,193,13,19
S8873,20,13,2,20
S8873,21,2,SINK,21
S8874,1,62,169,1
S8874,2,169,120,2
S8874,3,120,162,3
S8874,4,162,9,4
S8874,5,9,30,5
S8874,6,30,36,6
S8874,7,36,111,7
S8874,8,111,86,8
S8874,9,86,100,9
S8874,10,100,177,10
S8874,11,177,190,11
S8874,12,190,SINK,12
S8875,1,175,58,1
S8875,2,58,7,2
S8875,3,7,113,3
S8875,4,113,18,4
S8875,5,18,163,5
S8875,6,163,99,6
S8875,7,99,152,7
S8875,8,152,77,8
S8875,9,77,6,9
S8875,10,6,27,10
S8875,11,27,SINK,11
S8876,1,147,62,1
S8876,2,62,24,2
S8876,3,24,116,3
S8876,4,116,196,4
S8876,5,196,34,5
S8876,6,34,39,6
S8876,7,39,135,7
S8876,8,135,134,8
S8876,9,134,12,9
S8876,10,12,128,10
S8876,11,128,17,11
S8876,12,17,104,12
S8876,13,104,91,13
S8876,14,91,187,14
S8876,15,187,157,15
S8876,16,157,77,16
S8876,17,77,SINK,17
S8877,1,151,184,1
S8877,2,184,69,2
S8877,3,69,97,3
S8877,4,97,56,4
S8877,5,56,138,5
S8877,6,138,170,6
S8877,7,170,79,7
S8877,8,79,146,8
S8877,9,146,42,9
S8877,10,42,110,10
S8877,11,110,159,11
S8877,12,159,SINK,12
S8878,1,71,65,1
S8878,2,65,78,2
S8878,3,78,147,3
S8878,4,147,4,4
S8878,5,4,101,5
S8878,6,101,82,6
S8878,7,82,154,7
S8878,8,154,172,8
S8878,9,172,120,9
S8878,10,120,17,10
S8878,11,17,162,11
S8878,12,162,76,12
S8878,13,76,185,13
S8878,14,185,SINK,14
S8879,1,131,108,1
S8879,2,108,159,2
S8879,3,159,167,3
S8879,4,167,176,4
S8879,5,176,139,5
S8879,6,139,40,6
S8879,7,40,69,7
S8879,8,69,34,8
S8879,9,34,SINK,9
S888,1,143,133,1
S888,2,133,48,2
S888,3,48,200,3
S888,4,200,41,4
S888,5,41,115,5
S888,6,115,26,6
S888,7,26,193,7
S888,8,193,2,8
S888,9,2,71,9
S888,10,71,SINK,10
S8880,1,153,127,1
S8880,2,127,167,2
S8880,3,167,110,3
S8880,4,110,198,4
S8880,5,198,174,5
S8880,6,174,74,6
S8880,7,74,182,7
S8880,8,182,40,8
S8880,9,40,143,9
S8880,10,143,60,10
S8880,11,60,129,11
S8880,12,129,1,12
S8880,13,1,51,13
S8880,14,51,137,14
S8880,15,137,124,15
S8880,16,124,190,16
S8880,17,190,175,17
S8880,18,175,159,18
S8880,19,159,191,19
S8880,20,191,159,20
S8880,21,159,SINK,21
S8881,1,126,93,1
S8881,2,93,125,2
S8881,3,125,145,3
S8881,4,145,43,4
S8881,5,43,3,5
S8881,6,3,192,6
S8881,7,192,66,7
S8881,8,66,168,8
S8881,9,168,133,9
S8881,10,133,7,10
S8881,11,7,35,11
S8881,12,35,SINK,12
S8882,1,119,29,1
S8882,2,29,28,2
S8882,3,28,155,3
S8882,4,155,94,4
S8882,5,94,88,5
S8882,6,88,170,6
S8882,7,170,23,7
S8882,8,23,84,8
S8882,9,84,96,9
S8882,10,96,77,10
S8882,11,77,154,11
S8882,12,154,174,12
S8882,13,174,186,13
S8882,14,186,178,14
S8882,15,178,159,15
S8882,16,159,86,16
S8882,17,86,160,17
S8882,18,160,85,18
S8882,19,85,SINK,19
S8883,1,1,2,1
S8883,2,2,38,2
S8883,3,38,2,3
S8883,4,2,82,4
S8883,5,82,43,5
S8883,6,43,86,6
S8883,7,86,54,7
S8883,8,54,35,8
S8883,9,35,160,9
S8883,10,160,188,10
S8883,11,188,SINK,11
S8884,1,64,53,1
S8884,2,53,186,2
S8884,3,186,6,3
S8884,4,6,15,4
S8884,5,15,168,5
S8884,6,168,101,6
S8884,7,101,169,7
S8884,8,169,179,8
S8884,9,179,96,9
S8884,10,96,50,10
S8884,11,50,49,11
S8884,12,49,74,12
S8884,13,74,SINK,13
S8885,1,119,51,1
S8885,2,51,94,2
S8885,3,94,167,3
S8885,4,167,141,4
S8885,5,141,20,5
S8885,6,20,171,6
S8885,7,171,98,7
S8885,8,98,173,8
S8885,9,173,178,9
S8885,10,178,187,10
S8885,11,187,174,11
S8885,12,174,107,12
S8885,13,107,173,13
S8885,14,173,61,14
S8885,15,61,182,15
S8885,16,182,143,16
S8885,17,143,SINK,17
S8886,1,158,51,1
S8886,2,51,26,2
S8886,3,26,171,3
S8886,4,171,61,4
S8886,5,61,133,5
S8886,6,133,82,6
S8886,7,82,139,7
S8886,8,139,42,8
S8886,9,42,170,9
S8886,10,170,144,10
S8886,11,144,167,11
S8886,12,167,196,12
S8886,13,196,SINK,13
S8887,1,36,173,1
S8887,2,173,95,2
S8887,3,95,80,3
S8887,4,80,125,4
S8887,5,125,132,5
S8887,6,132,81,6
S8887,7,81,101,7
S8887,8,101,104,8
S8887,9,104,140,9
S8887,10,140,105,10
S8887,11,105,109,11
S8887,12,109,189,12
S8887,13,189,10,13
S8887,14,10,153,14
S8887,15,153,111,15
S8887,16,111,89,16
S8887,17,89,177,17
S8887,18,177,SINK,18
S8888,1,121,92,1
S8888,2,92,114,2
S8888,3,114,70,3
S8888,4,70,126,4
S8888,5,126,32,5
S8888,6,32,20,6
S8888,7,20,92,7
S8888,8,92,106,8
S8888,9,106,9,9
S8888,10,9,28,10
S8888,11,28,61,11
S8888,12,61,167,12
S8888,13,167,194,13
S8888,14,194,181,14
S8888,15,181,94,15
S8888,16,94,90,16
S8888,17,90,112,17
S8888,18,112,SINK,18
S8889,1,17,100,1
S8889,2,100,29,2
S8889,3,29,134,3
S8889,4,134,123,4
S8889,5,123,108,5
S8889,6,108,32,6
S8889,7,32,143,7
S8889,8,143,116,8
S8889,9,116,159,9
S8889,10,159,SINK,10
S889,1,116,1,1
S889,2,1,50,2
S889,3,50,5,3
S889,4,5,59,4
S889,5,59,145,5
S889,6,145,51,6
S889,7,51,198,7
S889,8,198,115,8
S889,9,115,166,9
S889,10,166,108,10
S889,11,108,SINK,11
S8890,1,119,107,1
S8890,2,107,59,2
S8890,3,59,101,3
S8890,4,101,16,4
S8890,5,16,125,5
S8890,6,125,163,6
S8890,7,163,45,7
S8890,8,45,39,8
S8890,9,39,95,9
S8890,10,95,65,10
S8890,11,65,SINK,11
S8891,1,123,96,1
S8891,2,96,132,2
S8891,3,132,62,3
S8891,4,62,161,4
S8891,5,161,105,5
S8891,6,105,184,6
S8891,7,184,94,7
S8891,8,94,73,8
S8891,9,73,55,9
S8891,10,55,159,10
S8891,11,159,165,11
S8891,12,165,133,12
S8891,13,133,SINK,13
S8892,1,116,51,1
S8892,2,51,143,2
S8892,3,143,171,3
S8892,4,171,75,4
S8892,5,75,99,5
S8892,6,99,185,6
S8892,7,185,38,7
S8892,8,38,120,8
S8892,9,120,156,9
S8892,10,156,119,10
S8892,11,119,155,11
S8892,12,155,117,12
S8892,13,117,187,13
S8892,14,187,191,14
S8892,15,191,78,15
S8892,16,78,122,16
S8892,17,122,104,17
S8892,18,104,66,18
S8892,19,66,147,19
S8892,20,147,SINK,20
S8893,1,129,181,1
S8893,2,181,178,2
S8893,3,178,123,3
S8893,4,123,37,4
S8893,5,37,8,5
S8893,6,8,57,6
S8893,7,57,54,7
S8893,8,54,171,8
S8893,9,171,84,9
S8893,10,84,164,10
S8893,11,164,169,11
S8893,12,169,75,12
S8893,13,75,182,13
S8893,14,182,87,14
S8893,15,87,SINK,15
S8894,1,170,111,1
S8894,2,111,114,2
S8894,3,114,161,3
S8894,4,161,165,4
S8894,5,165,112,5
S8894,6,112,157,6
S8894,7,157,97,7
S8894,8,97,91,8
S8894,9,91,176,9
S8894,10,176,SINK,10
S8895,1,182,85,1
S8895,2,85,123,2
S8895,3,123,14,3
S8895,4,14,44,4
S8895,5,44,111,5
S8895,6,111,37,6
S8895,7,37,171,7
S8895,8,171,125,8
S8895,9,125,151,9
S8895,10,151,163,10
S8895,11,163,42,11
S8895,12,42,118,12
S8895,13,118,165,13
S8895,14,165,3,14
S8895,15,3,29,15
S8895,16,29,5,16
S8895,17,5,191,17
S8895,18,191,SINK,18
S8896,1,182,30,1
S8896,2,30,13,2
S8896,3,13,180,3
S8896,4,180,47,4
S8896,5,47,134,5
S8896,6,134,58,6
S8896,7,58,196,7
S8896,8,196,7,8
S8896,9,7,74,9
S8896,10,74,40,10
S8896,11,40,46,11
S8896,12,46,167,12
S8896,13,167,74,13
S8896,14,74,169,14
S8896,15,169,124,15
S8896,16,124,67,16
S8896,17,67,197,17
S8896,18,197,139,18
S8896,19,139,31,19
S8896,20,31,SINK,20
S8897,1,188,101,1
S8897,2,101,48,2
S8897,3,48,173,3
S8897,4,173,133,4
S8897,5,133,170,5
S8897,6,170,20,6
S8897,7,20,90,7
S8897,8,90,174,8
S8897,9,174,63,9
S8897,10,63,104,10
S8897,11,104,63,11
S8897,12,63,47,12
S8897,13,47,132,13
S8897,14,132,182,14
S8897,15,182,107,15
S8897,16,107,SINK,16
S8898,1,186,111,1
S8898,2,111,100,2
S8898,3,100,197,3
S8898,4,197,34,4
S8898,5,34,97,5
S8898,6,97,91,6
S8898,7,91,4,7
S8898,8,4,48,8
S8898,9,48,31,9
S8898,10,31,110,10
S8898,11,110,165,11
S8898,12,165,51,12
S8898,13,51,163,13
S8898,14,163,116,14
S8898,15,116,123,15
S8898,16,123,198,16
S8898,17,198,15,17
S8898,18,15,SINK,18
S8899,1,105,93,1
S8899,2,93,13,2
S8899,3,13,115,3
S8899,4,115,176,4
S8899,5,176,54,5
S8899,6,54,14,6
S8899,7,14,161,7
S8899,8,161,195,8
S8899,9,195,183,9
S8899,10,183,SINK,10
S890,1,14,155,1
S890,2,155,13,2
S890,3,13,170,3
S890,4,170,110,4
S890,5,110,46,5
S890,6,46,179,6
S890,7,179,185,7
S890,8,185,128,8
S890,9,128,79,9
S890,10,79,80,10
S890,11,80,64,11
S890,12,64,76,12
S890,13,76,SINK,13
S8900,1,54,63,1
S8900,2,63,121,2
S8900,3,121,17,3
S8900,4,17,158,4
S8900,5,158,22,5
S8900,6,22,140,6
S8900,7,140,71,7
S8900,8,71,4,8
S8900,9,4,115,9
S8900,10,115,21,10
S8900,11,21,50,11
S8900,12,50,21,12
S8900,13,21,47,13
S8900,14,47,52,14
S8900,15,52,153,15
S8900,16,153,75,16
S8900,17,75,SINK,17
S8901,1,183,159,1
S8901,2,159,64,2
S8901,3,64,120,3
S8901,4,120,67,4
S8901,5,67,150,5
S8901,6,150,17,6
S8901,7,17,175,7
S8901,8,175,200,8
S8901,9,200,40,9
S8901,10,40,SINK,10
S8902,1,113,28,1
S8902,2,28,200,2
S8902,3,200,75,3
S8902,4,75,91,4
S8902,5,91,154,5
S8902,6,154,54,6
S8902,7,54,200,7
S8902,8,200,144,8
S8902,9,144,183,9
S8902,10,183,25,10
S8902,11,25,189,11
S8902,12,189,140,12
S8902,13,140,25,13
S8902,14,25,145,14
S8902,15,145,SINK,15
S8903,1,162,186,1
S8903,2,186,45,2
S8903,3,45,119,3
S8903,4,119,187,4
S8903,5,187,41,5
S8903,6,41,119,6
S8903,7,119,21,7
S8903,8,21,70,8
S8903,9,70,200,9
S8903,10,200,122,10
S8903,11,122,34,11
S8903,12,34,167,12
S8903,13,167,22,13
S8903,14,22,194,14
S8903,15,194,169,15
S8903,16,169,SINK,16
S8904,1,24,191,1
S8904,2,191,199,2
S8904,3,199,21,3
S8904,4,21,162,4
S8904,5,162,43,5
S8904,6,43,141,6
S8904,7,141,10,7
S8904,8,10,132,8
S8904,9,132,151,9
S8904,10,151,12,10
S8904,11,12,60,11
S8904,12,60,131,12
S8904,13,131,SINK,13
S8905,1,120,168,1
S8905,2,168,96,2
S8905,3,96,22,3
S8905,4,22,26,4
S8905,5,26,194,5
S8905,6,194,127,6
S8905,7,127,165,7
S8905,8,165,180,8
S8905,9,180,64,9
S8905,10,64,147,10
S8905,11,147,16,11
S8905,12,16,42,12
S8905,13,42,154,13
S8905,14,154,17,14
S8905,15,17,1,15
S8905,16,1,26,16
S8905,17,26,SINK,17
S8906,1,130,36,1
S8906,2,36,85,2
S8906,3,85,44,3
S8906,4,44,172,4
S8906,5,172,180,5
S8906,6,180,56,6
S8906,7,56,12,7
S8906,8,12,96,8
S8906,9,96,5,9
S8906,10,5,162,10
S8906,11,162,18,11
S8906,12,18,5,12
S8906,13,5,143,13
S8906,14,143,76,14
S8906,15,76,64,15
S8906,16,64,SINK,16
S8907,1,183,121,1
S8907,2,121,127,2
S8907,3,127,7,3
S8907,4,7,48,4
S8907,5,48,198,5
S8907,6,198,92,6
S8907,7,92,55,7
S8907,8,55,1,8
S8907,9,1,173,9
S8907,10,173,97,10
S8907,11,97,188,11
S8907,12,188,58,12
S8907,13,58,130,13
S8907,14,130,119,14
S8907,15,119,154,15
S8907,16,154,110,16
S8907,17,110,126,17
S8907,18,126,20,18
S8907,19,20,117,19
S8907,20,117,78,20
S8907,21,78,SINK,21
S8908,1,72,144,1
S8908,2,144,91,2
S8908,3,91,30,3
S8908,4,30,101,4
S8908,5,101,5,5
S8908,6,5,158,6
S8908,7,158,109,7
S8908,8,109,103,8
S8908,9,103,185,9
S8908,10,185,103,10
S8908,11,103,163,11
