customer,timestamp,item,sequence_position
S8007,10,76,10
S8007,11,51,11
S8007,12,99,12
S8007,13,10,13
S8007,14,21,14
S8007,15,151,15
S8007,16,23,16
S8008,1,56,1
S8008,2,117,2
S8008,3,30,3
S8008,4,53,4
S8008,5,175,5
S8008,6,140,6
S8008,7,198,7
S8008,8,74,8
S8008,9,45,9
S8008,10,157,10
S8009,1,105,1
S8009,2,101,2
S8009,3,116,3
S8009,4,111,4
S8009,5,195,5
S8009,6,162,6
S8009,7,58,7
S8009,8,169,8
S8009,9,182,9
S801,1,199,1
S801,2,160,2
S801,3,25,3
S801,4,147,4
S801,5,15,5
S801,6,89,6
S801,7,108,7
S801,8,77,8
S801,9,56,9
S801,10,6,10
S801,11,173,11
S801,12,15,12
S801,13,149,13
S801,14,22,14
S801,15,55,15
S801,16,80,16
S801,17,161,17
S801,18,147,18
S8010,1,86,1
S8010,2,120,2
S8010,3,169,3
S8010,4,98,4
S8010,5,140,5
S8010,6,137,6
S8010,7,118,7
S8010,8,78,8
S8010,9,24,9
S8010,10,180,10
S8010,11,67,11
S8010,12,74,12
S8010,13,73,13
S8010,14,162,14
S8011,1,187,1
S8011,2,189,2
S8011,3,110,3
S8011,4,112,4
S8011,5,125,5
S8011,6,75,6
S8011,7,48,7
S8011,8,93,8
S8011,9,76,9
S8011,10,155,10
S8011,11,20,11
S8011,12,142,12
S8011,13,170,13
S8011,14,165,14
S8011,15,78,15
S8011,16,31,16
S8011,17,134,17
S8011,18,99,18
S8011,19,47,19
S8011,20,12,20
S8012,1,13,1
S8012,2,17,2
S8012,3,163,3
S8012,4,92,4
S8012,5,46,5
S8012,6,99,6
S8012,7,198,7
S8012,8,95,8
S8012,9,74,9
S8012,10,86,10
S8013,1,183,1
S8013,2,157,2
S8013,3,97,3
S8013,4,187,4
S8013,5,42,5
S8013,6,141,6
S8013,7,141,7
S8013,8,133,8
S8013,9,164,9
S8013,10,19,10
S8013,11,27,11
S8013,12,28,12
S8013,13,60,13
S8013,14,141,14
S8013,15,101,15
S8014,1,137,1
S8014,2,68,2
S8014,3,177,3
S8014,4,19,4
S8014,5,92,5
S8014,6,90,6
S8014,7,104,7
S8014,8,120,8
S8014,9,91,9
S8014,10,128,10
S8014,11,129,11
S8014,12,189,12
S8014,13,174,13
S8014,14,122,14
S8014,15,102,15
S8014,16,197,16
S8014,17,131,17
S8014,18,133,18
S8014,19,88,19
S8014,20,186,20
S8015,1,37,1
S8015,2,113,2
S8015,3,105,3
S8015,4,81,4
S8015,5,104,5
S8015,6,1,6
S8015,7,120,7
S8015,8,170,8
S8015,9,123,9
S8015,10,200,10
S8015,11,191,11
S8015,12,147,12
S8015,13,69,13
S8015,14,67,14
S8015,15,77,15
S8015,16,41,16
S8015,17,23,17
S8015,18,94,18
S8015,19,109,19
S8016,1,155,1
S8016,2,109,2
S8016,3,197,3
S8016,4,107,4
S8016,5,24,5
S8016,6,24,6
S8016,7,74,7
S8016,8,189,8
S8016,9,10,9
S8016,10,72,10
S8016,11,67,11
S8016,12,84,12
S8016,13,108,13
S8016,14,89,14
S8016,15,46,15
S8016,16,5,16
S8016,17,181,17
S8016,18,83,18
S8016,19,59,19
S8017,1,149,1
S8017,2,11,2
S8017,3,106,3
S8017,4,2,4
S8017,5,162,5
S8017,6,114,6
S8017,7,34,7
S8017,8,40,8
S8017,9,133,9
S8017,10,128,10
S8017,11,133,11
S8017,12,176,12
S8017,13,9,13
S8017,14,141,14
S8018,1,145,1
S8018,2,67,2
S8018,3,140,3
S8018,4,74,4
S8018,5,147,5
S8018,6,31,6
S8018,7,14,7
S8018,8,121,8
S8018,9,143,9
S8018,10,21,10
S8018,11,187,11
S8018,12,108,12
S8018,13,162,13
S8018,14,13,14
S8018,15,27,15
S8018,16,52,16
S8019,1,124,1
S8019,2,144,2
S8019,3,103,3
S8019,4,100,4
S8019,5,179,5
S8019,6,9,6
S8019,7,9,7
S8019,8,175,8
S8019,9,119,9
S8019,10,2,10
S8019,11,81,11
S8019,12,199,12
S8019,13,159,13
S8019,14,8,14
S8019,15,180,15
S8019,16,76,16
S8019,17,183,17
S802,1,49,1
S802,2,57,2
S802,3,123,3
S802,4,172,4
S802,5,47,5
S802,6,178,6
S802,7,159,7
S802,8,152,8
S802,9,145,9
S802,10,31,10
S802,11,92,11
S802,12,55,12
S8020,1,100,1
S8020,2,127,2
S8020,3,197,3
S8020,4,52,4
S8020,5,65,5
S8020,6,154,6
S8020,7,43,7
S8020,8,144,8
S8020,9,103,9
S8020,10,55,10
S8020,11,190,11
S8020,12,74,12
S8020,13,129,13
S8020,14,76,14
S8020,15,2,15
S8020,16,145,16
S8020,17,15,17
S8020,18,112,18
S8020,19,48,19
S8021,1,18,1
S8021,2,123,2
S8021,3,94,3
S8021,4,179,4
S8021,5,120,5
S8021,6,30,6
S8021,7,23,7
S8021,8,99,8
S8021,9,159,9
S8021,10,46,10
S8021,11,178,11
S8021,12,111,12
S8021,13,186,13
S8021,14,90,14
S8021,15,92,15
S8021,16,80,16
S8021,17,143,17
S8021,18,70,18
S8021,19,166,19
S8021,20,189,20
S8021,21,74,21
S8022,1,69,1
S8022,2,105,2
S8022,3,135,3
S8022,4,132,4
S8022,5,8,5
S8022,6,139,6
S8022,7,11,7
S8022,8,87,8
S8022,9,114,9
S8022,10,133,10
S8022,11,187,11
S8022,12,59,12
S8022,13,138,13
S8022,14,197,14
S8022,15,136,15
S8022,16,145,16
S8022,17,59,17
S8022,18,16,18
S8022,19,134,19
S8022,20,38,20
S8022,21,98,21
S8023,1,146,1
S8023,2,135,2
S8023,3,138,3
S8023,4,46,4
S8023,5,65,5
S8023,6,43,6
S8023,7,91,7
S8023,8,162,8
S8023,9,11,9
S8023,10,80,10
S8023,11,158,11
S8023,12,134,12
S8023,13,110,13
S8023,14,15,14
S8024,1,166,1
S8024,2,50,2
S8024,3,90,3
S8024,4,157,4
S8024,5,199,5
S8024,6,4,6
S8024,7,175,7
S8024,8,52,8
S8024,9,14,9
S8024,10,65,10
S8024,11,182,11
S8024,12,198,12
S8024,13,62,13
S8025,1,123,1
S8025,2,194,2
S8025,3,55,3
S8025,4,56,4
S8025,5,107,5
S8025,6,88,6
S8025,7,31,7
S8025,8,158,8
S8025,9,105,9
S8025,10,36,10
S8025,11,145,11
S8025,12,162,12
S8026,1,8,1
S8026,2,170,2
S8026,3,108,3
S8026,4,144,4
S8026,5,115,5
S8026,6,159,6
S8026,7,159,7
S8026,8,44,8
S8026,9,69,9
S8026,10,79,10
S8026,11,161,11
S8027,1,164,1
S8027,2,121,2
S8027,3,82,3
S8027,4,163,4
S8027,5,196,5
S8027,6,77,6
S8027,7,173,7
S8027,8,66,8
S8027,9,167,9
S8027,10,111,10
S8027,11,165,11
S8027,12,139,12
S8027,13,154,13
S8027,14,151,14
S8027,15,40,15
S8027,16,48,16
S8027,17,18,17
S8027,18,163,18
S8028,1,198,1
S8028,2,94,2
S8028,3,194,3
S8028,4,65,4
S8028,5,41,5
S8028,6,88,6
S8028,7,113,7
S8028,8,59,8
S8028,9,35,9
S8029,1,20,1
S8029,2,80,2
S8029,3,164,3
S8029,4,153,4
S8029,5,58,5
S8029,6,182,6
S8029,7,164,7
S8029,8,61,8
S8029,9,160,9
S8029,10,12,10
S8029,11,84,11
S8029,12,108,12
S8029,13,168,13
S8029,14,121,14
S8029,15,128,15
S8029,16,175,16
S8029,17,46,17
S8029,18,71,18
S8029,19,160,19
S803,1,77,1
S803,2,70,2
S803,3,193,3
S803,4,170,4
S803,5,68,5
S803,6,4,6
S803,7,117,7
S803,8,117,8
S803,9,37,9
S803,10,60,10
S803,11,156,11
S803,12,24,12
S803,13,141,13
S803,14,27,14
S803,15,160,15
S8030,1,30,1
S8030,2,14,2
S8030,3,5,3
S8030,4,86,4
S8030,5,130,5
S8030,6,48,6
S8030,7,61,7
S8030,8,25,8
S8030,9,89,9
S8030,10,59,10
S8030,11,128,11
S8030,12,110,12
S8030,13,3,13
S8030,14,175,14
S8030,15,26,15
S8030,16,127,16
S8030,17,76,17
S8030,18,159,18
S8030,19,94,19
S8031,1,89,1
S8031,2,157,2
S8031,3,168,3
S8031,4,90,4
S8031,5,41,5
S8031,6,139,6
S8031,7,101,7
S8031,8,101,8
S8031,9,56,9
S8031,10,50,10
S8031,11,39,11
S8031,12,111,12
S8031,13,36,13
S8031,14,133,14
S8031,15,191,15
S8031,16,131,16
S8031,17,167,17
S8032,1,181,1
S8032,2,166,2
S8032,3,149,3
S8032,4,110,4
S8032,5,80,5
S8032,6,63,6
S8032,7,66,7
S8032,8,198,8
S8032,9,127,9
S8032,10,135,10
S8032,11,45,11
S8032,12,138,12
S8032,13,194,13
S8032,14,76,14
S8032,15,86,15
S8032,16,188,16
S8033,1,20,1
S8033,2,19,2
S8033,3,17,3
S8033,4,61,4
S8033,5,107,5
S8033,6,121,6
S8033,7,170,7
S8033,8,143,8
S8033,9,52,9
S8033,10,152,10
S8033,11,31,11
S8033,12,131,12
S8033,13,42,13
S8034,1,23,1
S8034,2,11,2
S8034,3,95,3
S8034,4,6,4
S8034,5,79,5
S8034,6,10,6
S8034,7,46,7
S8034,8,198,8
S8034,9,76,9
S8034,10,97,10
S8034,11,124,11
S8034,12,114,12
S8034,13,54,13
S8034,14,143,14
S8034,15,128,15
S8034,16,76,16
S8034,17,6,17
S8035,1,14,1
S8035,2,27,2
S8035,3,60,3
S8035,4,144,4
S8035,5,115,5
S8035,6,28,6
S8035,7,121,7
S8035,8,88,8
S8035,9,30,9
S8035,10,85,10
S8035,11,114,11
S8035,12,168,12
S8035,13,119,13
S8035,14,105,14
S8035,15,155,15
S8035,16,193,16
S8035,17,50,17
S8036,1,148,1
S8036,2,115,2
S8036,3,176,3
S8036,4,7,4
S8036,5,43,5
S8036,6,84,6
S8036,7,44,7
S8036,8,104,8
S8036,9,137,9
S8036,10,4,10
S8036,11,16,11
S8036,12,16,12
S8036,13,154,13
S8036,14,32,14
S8036,15,103,15
S8036,16,150,16
S8036,17,134,17
S8036,18,17,18
S8036,19,4,19
S8036,20,132,20
S8036,21,79,21
S8037,1,169,1
S8037,2,98,2
S8037,3,145,3
S8037,4,179,4
S8037,5,135,5
S8037,6,159,6
S8037,7,65,7
S8037,8,92,8
S8037,9,71,9
S8037,10,197,10
S8037,11,82,11
S8037,12,130,12
S8037,13,149,13
S8038,1,29,1
S8038,2,106,2
S8038,3,119,3
S8038,4,162,4
S8038,5,41,5
S8038,6,119,6
S8038,7,144,7
S8038,8,109,8
S8038,9,130,9
S8038,10,128,10
S8038,11,7,11
S8038,12,19,12
S8038,13,192,13
S8038,14,23,14
S8038,15,167,15
S8039,1,25,1
S8039,2,83,2
S8039,3,18,3
S8039,4,187,4
S8039,5,84,5
S8039,6,194,6
S8039,7,194,7
S8039,8,60,8
S8039,9,98,9
S8039,10,65,10
S8039,11,145,11
S8039,12,41,12
S8039,13,172,13
S804,1,22,1
S804,2,164,2
S804,3,36,3
S804,4,1,4
S804,5,186,5
S804,6,90,6
S804,7,140,7
S804,8,35,8
S804,9,47,9
S804,10,91,10
S804,11,23,11
S804,12,73,12
S804,13,150,13
S8040,1,19,1
S8040,2,48,2
S8040,3,156,3
S8040,4,155,4
S8040,5,139,5
S8040,6,183,6
S8040,7,17,7
S8040,8,68,8
S8040,9,119,9
S8040,10,85,10
S8040,11,28,11
S8040,12,84,12
S8040,13,167,13
S8040,14,89,14
S8040,15,70,15
S8041,1,159,1
S8041,2,148,2
S8041,3,180,3
S8041,4,26,4
S8041,5,128,5
S8041,6,56,6
S8041,7,12,7
S8041,8,14,8
S8041,9,56,9
S8041,10,92,10
S8041,11,137,11
S8041,12,157,12
S8041,13,58,13
S8041,14,185,14
S8041,15,126,15
S8041,16,194,16
S8041,17,117,17
S8042,1,189,1
S8042,2,2,2
S8042,3,159,3
S8042,4,190,4
S8042,5,190,5
S8042,6,192,6
S8042,7,81,7
S8042,8,195,8
S8042,9,7,9
S8042,10,195,10
S8042,11,178,11
S8042,12,72,12
S8042,13,11,13
S8042,14,62,14
S8042,15,39,15
S8042,16,179,16
S8043,1,183,1
S8043,2,9,2
S8043,3,141,3
S8043,4,50,4
S8043,5,119,5
S8043,6,83,6
S8043,7,16,7
S8043,8,66,8
S8043,9,78,9
S8044,1,142,1
S8044,2,41,2
S8044,3,73,3
S8044,4,104,4
S8044,5,76,5
S8044,6,105,6
S8044,7,111,7
S8044,8,6,8
S8044,9,53,9
S8045,1,72,1
S8045,2,181,2
S8045,3,69,3
S8045,4,85,4
S8045,5,200,5
S8045,6,66,6
S8045,7,97,7
S8045,8,33,8
S8045,9,32,9
S8045,10,64,10
S8046,1,72,1
S8046,2,171,2
S8046,3,34,3
S8046,4,6,4
S8046,5,152,5
S8046,6,70,6
S8046,7,128,7
S8046,8,196,8
S8046,9,73,9
S8046,10,167,10
S8046,11,195,11
S8046,12,87,12
S8046,13,39,13
S8046,14,34,14
S8046,15,24,15
S8046,16,151,16
S8046,17,169,17
S8046,18,10,18
S8046,19,57,19
S8046,20,184,20
S8047,1,149,1
S8047,2,14,2
S8047,3,24,3
S8047,4,92,4
S8047,5,177,5
S8047,6,52,6
S8047,7,98,7
S8047,8,200,8
S8047,9,3,9
S8047,10,181,10
S8048,1,36,1
S8048,2,161,2
S8048,3,37,3
S8048,4,84,4
S8048,5,189,5
S8048,6,68,6
S8048,7,113,7
S8048,8,142,8
S8048,9,77,9
S8048,10,21,10
S8048,11,148,11
S8048,12,63,12
S8049,1,105,1
S8049,2,125,2
S8049,3,166,3
S8049,4,162,4
S8049,5,75,5
S8049,6,64,6
S8049,7,159,7
S8049,8,75,8
S8049,9,176,9
S8049,10,189,10
S805,1,76,1
S805,2,18,2
S805,3,22,3
S805,4,28,4
S805,5,44,5
S805,6,143,6
S805,7,6,7
S805,8,128,8
S805,9,32,9
S805,10,132,10
S805,11,46,11
S805,12,62,12
S805,13,130,13
S805,14,181,14
S805,15,177,15
S805,16,29,16
S805,17,28,17
S805,18,125,18
S8050,1,18,1
S8050,2,142,2
S8050,3,104,3
S8050,4,1,4
S8050,5,112,5
S8050,6,142,6
S8050,7,135,7
S8050,8,89,8
S8050,9,117,9
S8050,10,108,10
S8050,11,176,11
S8050,12,56,12
S8050,13,165,13
S8050,14,174,14
S8050,15,188,15
S8051,1,28,1
S8051,2,39,2
S8051,3,26,3
S8051,4,26,4
S8051,5,166,5
S8051,6,64,6
S8051,7,18,7
S8051,8,68,8
S8051,9,40,9
S8051,10,118,10
S8051,11,36,11
S8051,12,64,12
S8052,1,158,1
S8052,2,81,2
S8052,3,132,3
S8052,4,146,4
S8052,5,149,5
S8052,6,196,6
S8052,7,70,7
S8052,8,47,8
S8052,9,36,9
S8052,10,137,10
S8052,11,158,11
S8052,12,154,12
S8052,13,38,13
S8052,14,150,14
S8052,15,100,15
S8053,1,116,1
S8053,2,110,2
S8053,3,111,3
S8053,4,22,4
S8053,5,181,5
S8053,6,157,6
S8053,7,52,7
S8053,8,197,8
S8053,9,49,9
S8053,10,92,10
S8053,11,14,11
S8053,12,103,12
S8053,13,150,13
S8053,14,170,14
S8053,15,91,15
S8053,16,94,16
S8053,17,10,17
S8053,18,188,18
S8054,1,108,1
S8054,2,178,2
S8054,3,192,3
S8054,4,198,4
S8054,5,82,5
S8054,6,100,6
S8054,7,125,7
S8054,8,159,8
S8054,9,197,9
S8054,10,135,10
S8054,11,200,11
S8054,12,174,12
S8054,13,156,13
S8054,14,19,14
S8054,15,19,15
S8054,16,31,16
S8054,17,117,17
S8055,1,106,1
S8055,2,84,2
S8055,3,77,3
S8055,4,91,4
S8055,5,35,5
S8055,6,90,6
S8055,7,116,7
S8055,8,163,8
S8055,9,173,9
S8055,10,90,10
S8056,1,64,1
S8056,2,24,2
S8056,3,76,3
S8056,4,180,4
S8056,5,80,5
S8056,6,93,6
S8056,7,26,7
S8056,8,187,8
S8056,9,73,9
S8056,10,123,10
S8056,11,93,11
S8056,12,187,12
S8057,1,82,1
S8057,2,159,2
S8057,3,78,3
S8057,4,54,4
S8057,5,41,5
S8057,6,111,6
S8057,7,46,7
S8057,8,88,8
S8057,9,166,9
S8057,10,38,10
S8057,11,72,11
S8057,12,33,12
S8057,13,168,13
S8057,14,134,14
S8057,15,66,15
S8058,1,58,1
S8058,2,146,2
S8058,3,185,3
S8058,4,26,4
S8058,5,101,5
S8058,6,184,6
S8058,7,117,7
S8058,8,107,8
S8058,9,171,9
S8058,10,52,10
S8058,11,138,11
S8058,12,198,12
S8058,13,87,13
S8058,14,171,14
S8058,15,127,15
S8059,1,38,1
S8059,2,52,2
S8059,3,154,3
S8059,4,46,4
S8059,5,143,5
S8059,6,172,6
S8059,7,174,7
S8059,8,66,8
S8059,9,114,9
S8059,10,123,10
S8059,11,79,11
S8059,12,7,12
S8059,13,53,13
S8059,14,16,14
S8059,15,98,15
S806,1,155,1
S806,2,87,2
S806,3,104,3
S806,4,178,4
S806,5,123,5
S806,6,129,6
S806,7,47,7
S806,8,104,8
S806,9,96,9
S806,10,64,10
S806,11,184,11
S806,12,129,12
S806,13,26,13
S806,14,32,14
S806,15,118,15
S8060,1,190,1
S8060,2,16,2
S8060,3,59,3
S8060,4,79,4
S8060,5,24,5
S8060,6,167,6
S8060,7,137,7
S8060,8,101,8
S8060,9,137,9
S8060,10,112,10
S8060,11,185,11
S8060,12,18,12
S8060,13,165,13
S8060,14,26,14
S8060,15,108,15
S8060,16,142,16
S8061,1,174,1
S8061,2,77,2
S8061,3,82,3
S8061,4,24,4
S8061,5,93,5
S8061,6,24,6
S8061,7,107,7
S8061,8,52,8
S8061,9,165,9
S8061,10,33,10
S8061,11,136,11
S8061,12,99,12
S8061,13,36,13
S8061,14,43,14
S8061,15,8,15
S8061,16,123,16
S8061,17,29,17
S8061,18,94,18
S8061,19,200,19
S8062,1,93,1
S8062,2,152,2
S8062,3,129,3
S8062,4,67,4
S8062,5,67,5
S8062,6,14,6
S8062,7,100,7
S8062,8,107,8
S8062,9,100,9
S8062,10,36,10
S8062,11,188,11
S8062,12,143,12
S8062,13,27,13
S8063,1,179,1
S8063,2,188,2
S8063,3,32,3
S8063,4,32,4
S8063,5,148,5
S8063,6,99,6
S8063,7,181,7
S8063,8,167,8
S8063,9,189,9
S8063,10,183,10
S8063,11,16,11
S8063,12,46,12
S8063,13,100,13
S8063,14,57,14
S8063,15,137,15
S8064,1,59,1
S8064,2,105,2
S8064,3,13,3
S8064,4,69,4
S8064,5,92,5
S8064,6,180,6
S8064,7,83,7
S8064,8,85,8
S8064,9,113,9
S8064,10,4,10
S8064,11,179,11
S8065,1,135,1
S8065,2,43,2
S8065,3,183,3
S8065,4,59,4
S8065,5,51,5
S8065,6,99,6
S8065,7,194,7
S8065,8,17,8
S8065,9,106,9
S8065,10,75,10
S8065,11,42,11
S8065,12,37,12
S8065,13,163,13
S8065,14,176,14
S8065,15,9,15
S8065,16,187,16
S8065,17,54,17
S8065,18,149,18
S8065,19,144,19
S8065,20,60,20
S8065,21,18,21
S8066,1,179,1
S8066,2,58,2
S8066,3,109,3
S8066,4,49,4
S8066,5,185,5
S8066,6,4,6
S8066,7,43,7
S8066,8,187,8
S8066,9,63,9
S8066,10,180,10
S8066,11,192,11
S8066,12,11,12
S8066,13,74,13
S8066,14,65,14
S8066,15,180,15
S8067,1,118,1
S8067,2,161,2
S8067,3,20,3
S8067,4,114,4
S8067,5,84,5
S8067,6,78,6
S8067,7,73,7
S8067,8,7,8
S8067,9,137,9
S8067,10,155,10
S8067,11,133,11
S8067,12,51,12
S8067,13,126,13
S8067,14,197,14
S8067,15,18,15
S8067,16,44,16
S8067,17,191,17
S8067,18,87,18
S8067,19,167,19
S8067,20,111,20
S8067,21,77,21
S8068,1,124,1
S8068,2,142,2
S8068,3,75,3
S8068,4,134,4
S8068,5,159,5
S8068,6,49,6
S8068,7,70,7
S8068,8,138,8
S8068,9,114,9
S8068,10,18,10
S8068,11,9,11
S8068,12,26,12
S8068,13,96,13
S8068,14,128,14
S8068,15,106,15
S8068,16,189,16
S8068,17,115,17
S8068,18,116,18
S8068,19,106,19
S8068,20,132,20
S8068,21,94,21
S8069,1,73,1
S8069,2,14,2
S8069,3,196,3
S8069,4,184,4
S8069,5,150,5
S8069,6,171,6
S8069,7,29,7
S8069,8,45,8
S8069,9,181,9
S8069,10,184,10
S8069,11,92,11
S8069,12,16,12
S8069,13,199,13
S8069,14,156,14
S8069,15,45,15
S807,1,20,1
S807,2,67,2
S807,3,146,3
S807,4,40,4
S807,5,66,5
S807,6,75,6
S807,7,146,7
S807,8,124,8
S807,9,9,9
S807,10,21,10
S807,11,2,11
S807,12,110,12
S807,13,8,13
S807,14,122,14
S807,15,81,15
S807,16,130,16
S807,17,109,17
S807,18,168,18
S807,19,24,19
S807,20,71,20
S8070,1,8,1
S8070,2,11,2
S8070,3,53,3
S8070,4,188,4
S8070,5,137,5
S8070,6,198,6
S8070,7,53,7
S8070,8,198,8
S8070,9,190,9
S8071,1,183,1
S8071,2,174,2
S8071,3,98,3
S8071,4,37,4
S8071,5,124,5
S8071,6,181,6
S8071,7,61,7
S8071,8,105,8
S8071,9,176,9
S8071,10,142,10
S8071,11,50,11
S8071,12,56,12
S8072,1,91,1
S8072,2,131,2
S8072,3,157,3
S8072,4,8,4
S8072,5,182,5
S8072,6,19,6
S8072,7,144,7
S8072,8,106,8
S8072,9,44,9
S8072,10,21,10
S8072,11,83,11
S8072,12,189,12
S8072,13,119,13
S8072,14,133,14
S8072,15,21,15
S8073,1,51,1
S8073,2,141,2
S8073,3,167,3
S8073,4,147,4
S8073,5,168,5
S8073,6,189,6
S8073,7,41,7
S8073,8,137,8
S8073,9,93,9
S8073,10,161,10
S8074,1,71,1
S8074,2,128,2
S8074,3,28,3
S8074,4,62,4
S8074,5,175,5
S8074,6,80,6
S8074,7,14,7
S8074,8,166,8
S8074,9,34,9
S8074,10,91,10
S8074,11,64,11
S8074,12,199,12
S8074,13,184,13
S8074,14,104,14
S8074,15,189,15
S8075,1,37,1
S8075,2,131,2
S8075,3,148,3
S8075,4,110,4
S8075,5,37,5
S8075,6,52,6
S8075,7,190,7
S8075,8,41,8
S8075,9,112,9
S8075,10,88,10
S8075,11,108,11
S8076,1,139,1
S8076,2,53,2
S8076,3,119,3
S8076,4,20,4
S8076,5,53,5
S8076,6,153,6
S8076,7,67,7
S8076,8,130,8
S8076,9,118,9
S8076,10,57,10
S8076,11,170,11
S8076,12,4,12
S8076,13,36,13
S8076,14,140,14
S8076,15,138,15
S8076,16,11,16
S8076,17,173,17
S8076,18,33,18
S8076,19,29,19
S8076,20,48,20
S8076,21,46,21
S8077,1,83,1
S8077,2,114,2
S8077,3,184,3
S8077,4,19,4
S8077,5,112,5
S8077,6,50,6
S8077,7,32,7
S8077,8,77,8
S8077,9,155,9
S8077,10,125,10
S8077,11,71,11
S8077,12,173,12
S8077,13,30,13
S8077,14,58,14
S8077,15,16,15
S8077,16,51,16
S8077,17,79,17
S8077,18,58,18
S8077,19,131,19
S8077,20,27,20
S8077,21,47,21
S8078,1,11,1
S8078,2,162,2
S8078,3,165,3
S8078,4,19,4
S8078,5,65,5
S8078,6,182,6
S8078,7,196,7
S8078,8,177,8
S8078,9,176,9
S8078,10,188,10
S8078,11,154,11
S8078,12,64,12
S8078,13,10,13
S8078,14,119,14
S8078,15,123,15
S8078,16,53,16
S8078,17,35,17
S8078,18,45,18
S8079,1,60,1
S8079,2,174,2
S8079,3,30,3
S8079,4,73,4
S8079,5,51,5
S8079,6,90,6
S8079,7,136,7
S8079,8,158,8
S8079,9,73,9
S8079,10,173,10
S808,1,101,1
S808,2,141,2
S808,3,53,3
S808,4,61,4
S808,5,41,5
S808,6,93,6
S808,7,146,7
S808,8,198,8
S808,9,147,9
S808,10,158,10
S808,11,11,11
S808,12,118,12
S808,13,114,13
S8080,1,82,1
S8080,2,101,2
S8080,3,63,3
S8080,4,30,4
S8080,5,122,5
S8080,6,84,6
S8080,7,11,7
S8080,8,119,8
S8080,9,173,9
S8080,10,125,10
S8080,11,19,11
S8080,12,39,12
S8080,13,106,13
S8080,14,82,14
S8081,1,62,1
S8081,2,109,2
S8081,3,2,3
S8081,4,109,4
S8081,5,103,5
S8081,6,165,6
S8081,7,29,7
S8081,8,7,8
S8081,9,66,9
S8081,10,114,10
S8082,1,79,1
S8082,2,41,2
S8082,3,136,3
S8082,4,124,4
S8082,5,151,5
S8082,6,6,6
S8082,7,154,7
S8082,8,50,8
S8082,9,111,9
S8082,10,43,10
S8082,11,2,11
S8082,12,150,12
S8082,13,25,13
S8083,1,120,1
S8083,2,11,2
S8083,3,93,3
S8083,4,77,4
S8083,5,23,5
S8083,6,156,6
S8083,7,55,7
S8083,8,81,8
S8083,9,142,9
S8083,10,107,10
S8083,11,163,11
S8083,12,131,12
S8083,13,154,13
S8083,14,160,14
S8083,15,134,15
S8083,16,46,16
S8083,17,194,17
S8084,1,188,1
S8084,2,9,2
S8084,3,61,3
S8084,4,167,4
S8084,5,125,5
S8084,6,195,6
S8084,7,177,7
S8084,8,159,8
S8084,9,125,9
S8084,10,52,10
S8084,11,78,11
S8084,12,106,12
S8085,1,190,1
S8085,2,177,2
S8085,3,59,3
S8085,4,186,4
S8085,5,37,5
S8085,6,195,6
S8085,7,179,7
S8085,8,74,8
S8085,9,17,9
S8086,1,82,1
S8086,2,1,2
S8086,3,64,3
S8086,4,129,4
S8086,5,151,5
S8086,6,194,6
S8086,7,37,7
S8086,8,94,8
S8086,9,169,9
S8086,10,45,10
S8086,11,35,11
S8086,12,54,12
S8086,13,172,13
S8086,14,199,14
S8086,15,23,15
S8086,16,78,16
S8086,17,95,17
S8086,18,81,18
S8087,1,54,1
S8087,2,32,2
S8087,3,51,3
S8087,4,55,4
S8087,5,147,5
S8087,6,147,6
S8087,7,121,7
S8087,8,195,8
S8087,9,136,9
S8087,10,199,10
S8087,11,161,11
S8087,12,166,12
S8087,13,121,13
S8087,14,195,14
S8087,15,191,15
S8088,1,147,1
S8088,2,106,2
S8088,3,170,3
S8088,4,61,4
S8088,5,111,5
S8088,6,60,6
S8088,7,14,7
S8088,8,156,8
S8088,9,36,9
S8088,10,54,10
S8088,11,9,11
S8088,12,189,12
S8088,13,100,13
S8088,14,153,14
S8088,15,141,15
S8088,16,19,16
S8088,17,17,17
S8088,18,82,18
S8088,19,9,19
S8088,20,85,20
S8088,21,4,21
S8089,1,43,1
S8089,2,112,2
S8089,3,185,3
S8089,4,24,4
S8089,5,149,5
S8089,6,68,6
S8089,7,62,7
S8089,8,183,8
S8089,9,157,9
S8089,10,135,10
S8089,11,139,11
S8089,12,74,12
S8089,13,113,13
S8089,14,44,14
S8089,15,40,15
S8089,16,62,16
S8089,17,59,17
S8089,18,137,18
S8089,19,73,19
S8089,20,155,20
S8089,21,63,21
S809,1,34,1
S809,2,131,2
S809,3,88,3
S809,4,46,4
S809,5,159,5
S809,6,157,6
S809,7,77,7
S809,8,139,8
S809,9,25,9
S809,10,48,10
S809,11,181,11
S809,12,39,12
S809,13,30,13
S8090,1,84,1
S8090,2,189,2
S8090,3,186,3
S8090,4,3,4
S8090,5,175,5
S8090,6,18,6
S8090,7,143,7
S8090,8,52,8
S8090,9,18,9
S8090,10,34,10
S8090,11,116,11
S8090,12,57,12
S8090,13,195,13
S8090,14,3,14
S8090,15,40,15
S8090,16,72,16
S8090,17,122,17
S8090,18,55,18
S8090,19,39,19
S8090,20,128,20
S8091,1,4,1
S8091,2,165,2
S8091,3,184,3
S8091,4,174,4
S8091,5,171,5
S8091,6,164,6
S8091,7,1,7
S8091,8,91,8
S8091,9,98,9
S8091,10,67,10
S8091,11,18,11
S8091,12,140,12
S8091,13,154,13
S8091,14,49,14
S8091,15,24,15
S8092,1,151,1
