Source,Target,Frequency
101,187,2
40,12,2
200,1,2
145,101,2
175,14,2
96,72,2
160,160,2
145,61,2
45,190,2
154,130,2
19,181,2
199,69,2
134,128,2
14,143,2
15,138,2
22,133,2
190,198,2
197,148,2
84,118,2
25,135,2
157,123,2
105,45,2
166,71,2
73,33,2
104,155,2
101,103,2
67,66,2
116,3,2
3,159,2
192,79,2
11,163,2
163,118,2
134,107,2
142,187,2
83,193,2
45,177,2
150,58,2
158,184,2
25,184,2
166,56,2
13,43,2
94,98,2
126,166,2
90,169,2
35,66,2
58,15,2
129,133,2
27,187,2
147,92,2
16,4,2
78,132,2
135,90,2
96,164,2
23,163,2
126,115,2
39,44,2
111,113,2
22,111,2
167,173,2
131,168,2
13,100,2
166,183,2
101,140,2
165,180,2
88,68,2
73,50,2
50,175,2
104,88,2
115,153,2
193,9,2
186,115,2
173,92,2
129,78,2
26,172,2
47,33,2
41,62,2
62,132,2
195,95,2
63,108,2
81,87,2
98,151,2
101,147,2
190,72,2
153,73,2
40,18,2
117,11,2
190,188,2
188,141,2
156,171,2
167,45,2
147,191,2
119,176,2
22,121,2
70,129,2
78,143,2
143,115,2
142,146,2
110,4,2
132,145,2
170,98,2
140,86,2
186,128,2
128,2,2
29,81,2
81,99,2
53,105,2
183,150,2
100,44,2
143,10,2
152,162,2
146,49,2
180,127,2
127,88,2
28,76,2
36,41,2
148,181,2
178,40,2
187,20,2
182,26,2
197,29,2
47,95,2
66,133,2
137,132,2
180,170,2
7,55,2
126,142,2
48,137,2
56,53,2
109,31,2
30,32,2
156,49,2
112,111,2
6,70,2
120,94,2
145,44,2
160,72,2
4,121,2
6,75,2
75,132,2
51,161,2
116,147,2
70,92,2
171,82,2
44,106,2
117,179,2
189,15,2
103,30,2
112,76,2
72,37,2
37,196,2
193,43,2
96,182,2
81,194,2
84,134,2
185,192,2
69,128,2
128,89,2
37,159,2
81,7,2
117,58,2
58,108,2
106,100,2
125,6,2
67,177,2
36,28,2
83,185,2
164,166,2
197,123,2
150,6,2
34,64,2
23,55,2
163,132,2
53,176,2
41,65,2
59,188,2
188,4,2
37,163,2
145,45,2
153,196,2
173,158,2
92,75,2
140,45,2
174,191,2
138,18,2
192,96,2
22,37,2
143,162,2
41,148,2
75,73,2
142,136,2
20,68,2
70,68,2
179,155,2
155,130,2
166,33,2
172,81,2
148,118,2
101,176,2
164,189,2
194,164,2
33,79,2
116,84,2
52,116,2
190,159,2
88,2,2
20,165,2
187,199,2
26,67,2
48,66,2
109,48,2
141,71,2
83,132,2
188,189,2
53,92,2
117,68,2
104,11,2
142,138,2
53,52,2
141,174,2
174,41,2
150,152,2
107,199,2
99,10,2
173,6,2
123,125,2
47,170,2
51,196,2
142,100,2
182,193,2
48,72,2
101,11,2
110,175,2
22,38,2
108,61,2
51,22,2
178,37,2
35,185,2
81,119,2
48,192,2
40,139,2
59,61,2
182,34,2
131,73,2
177,98,2
6,113,2
123,9,2
193,147,2
25,96,2
15,196,2
38,184,2
64,116,2
5,96,2
188,122,2
190,177,2
30,62,2
129,138,2
194,99,2
52,128,2
167,5,2
162,55,2
90,51,2
112,27,2
52,112,2
135,26,2
199,31,2
177,131,2
126,126,2
99,137,2
196,166,2
53,33,2
150,153,2
174,68,2
123,71,2
170,77,2
142,109,2
113,179,2
172,49,2
172,196,2
118,23,2
70,147,2
131,37,2
70,130,2
31,84,2
173,18,2
81,104,2
184,192,2
117,86,2
186,139,2
176,160,2
154,159,2
3,92,2
173,141,2
179,113,2
5,101,2
116,187,2
129,42,2
144,173,2
173,111,2
9,182,2
2,28,2
20,127,2
127,22,2
58,103,2
103,40,2
29,173,2
138,89,2
100,104,2
7,124,2
18,35,2
191,41,2
68,162,2
160,153,2
36,6,2
6,66,2
115,6,2
139,131,2
88,111,2
162,189,2
41,5,2
54,47,2
149,200,2
185,2,2
56,181,2
184,95,2
117,165,2
122,40,2
96,2,2
91,165,2
191,198,2
153,189,2
161,2,2
80,136,2
51,103,2
130,42,2
112,42,2
93,183,2
153,34,2
179,50,2
50,37,2
96,83,2
175,51,2
70,98,2
94,4,2
77,37,2
76,136,2
166,125,2
67,6,2
106,125,2
33,93,2
112,82,2
6,170,2
62,196,2
141,51,2
51,119,2
29,18,2
182,138,2
130,70,2
169,52,2
115,162,2
169,127,2
110,43,2
46,19,2
200,188,2
144,4,2
62,131,2
68,116,2
75,95,2
85,109,2
51,131,2
167,98,2
198,68,2
4,199,2
22,171,2
134,170,2
53,89,2
19,170,2
189,136,2
189,104,2
165,56,2
87,36,2
42,112,2
164,61,2
128,12,2
102,79,2
159,100,2
128,37,2
10,50,2
165,41,2
69,94,2
94,78,2
19,196,2
95,158,2
196,178,2
133,94,2
48,121,2
198,199,2
136,161,2
161,15,2
147,38,2
180,141,2
188,76,2
38,4,2
184,150,2
165,7,2
124,155,2
121,134,2
108,118,2
103,96,2
118,134,2
60,108,2
127,183,2
80,4,2
192,42,2
69,71,2
175,18,2
21,46,2
135,131,2
128,29,2
83,196,2
198,114,2
34,193,2
136,87,2
156,48,2
83,110,2
197,15,2
32,108,2
145,27,2
33,101,2
22,46,2
178,144,2
154,180,2
112,105,2
56,44,2
168,62,2
83,75,2
83,152,2
155,85,2
85,153,2
19,154,2
64,112,2
154,7,2
84,137,2
43,117,2
27,199,2
31,29,2
35,16,2
117,92,2
101,171,2
29,46,2
189,116,2
64,158,2
134,144,2
77,191,2
197,189,2
197,160,2
67,3,2
3,160,2
30,152,2
81,151,2
53,173,2
100,38,2
189,126,2
113,158,2
121,46,2
57,120,2
95,111,2
173,186,2
107,161,2
122,165,2
92,108,2
8,106,2
106,117,2
23,118,2
118,11,2
102,182,2
126,1,2
104,191,2
191,67,2
18,107,2
199,90,2
189,196,2
26,82,2
190,128,2
128,126,2
161,171,2
37,173,2
24,186,2
80,98,2
15,106,2
69,20,2
181,110,2
136,196,2
193,68,2
70,122,2
173,62,2
197,106,2
110,137,2
174,79,2
80,12,2
84,82,2
107,186,2
186,151,2
173,132,2
135,97,2
97,27,2
175,34,2
149,93,2
129,100,2
100,158,2
12,157,2
35,165,2
117,91,2
171,56,2
27,117,2
87,192,2
12,3,2
95,166,2
122,29,2
41,8,2
8,199,2
160,84,2
28,130,2
62,2,2
5,183,2
18,82,2
160,22,2
51,178,2
192,164,2
195,148,2
63,156,2
62,60,2
120,131,2
127,15,2
78,161,2
161,40,2
173,54,2
183,192,2
185,120,2
155,199,2
121,168,2
46,161,2
20,185,2
196,139,2
139,165,2
150,78,2
111,40,2
117,89,2
65,1,2
35,131,2
131,45,2
83,31,2
82,185,2
89,187,2
173,11,2
34,7,2
7,28,2
67,187,2
187,193,2
78,101,2
7,65,2
129,63,2
88,161,2
161,95,2
116,12,2
100,47,2
72,92,2
182,41,2
24,66,2
75,85,2
61,189,2
169,35,2
185,123,2
200,127,2
3,27,2
51,70,2
163,140,2
122,51,2
45,89,2
27,183,2
86,146,2
79,196,2
182,81,2
58,164,2
130,1,2
100,11,2
65,73,2
167,53,2
80,138,2
46,6,2
32,11,2
50,140,2
50,92,2
154,154,2
56,94,2
38,60,2
29,3,2
3,121,2
33,25,2
71,145,2
41,193,2
63,1,2
143,42,2
110,110,2
158,141,2
78,176,2
170,193,2
27,190,2
123,61,2
121,91,2
139,97,2
113,112,2
30,146,2
146,156,2
48,70,2
70,106,2
179,18,2
158,58,2
53,120,2
6,150,2
150,83,2
77,55,2
55,16,2
100,21,2
21,136,2
89,81,2
189,180,2
4,65,2
65,57,2
15,178,2
1,153,2
11,183,2
15,114,2
68,171,2
53,128,2
40,189,2
185,12,2
92,39,2
10,137,2
137,49,2
43,44,2
165,69,2
132,102,2
126,175,2
168,26,2
11,144,2
18,49,2
51,11,2
78,188,2
134,23,2
9,8,2
65,117,2
151,160,2
38,107,2
13,58,2
49,38,2
110,65,2
130,98,2
119,50,2
96,104,2
138,42,2
42,49,2
80,104,2
23,28,2
53,90,2
115,72,2
152,185,2
75,10,2
69,103,2
30,154,2
115,89,2
4,50,2
164,111,2
89,25,2
52,172,2
175,59,2
93,53,2
106,20,2
54,49,2
83,53,2
163,114,2
194,139,2
168,190,2
3,170,2
154,147,2
149,187,2
187,195,2
109,156,2
100,1,2
127,27,2
87,131,2
15,103,2
67,150,2
74,152,2
61,129,2
185,75,2
114,112,2
90,33,2
155,44,2
108,120,2
194,98,2
104,59,2
14,122,2
134,4,2
43,66,2
69,81,2
107,81,2
183,191,2
90,167,2
114,6,2
57,8,2
94,41,2
56,50,2
22,192,2
192,87,2
23,39,2
122,97,2
97,84,2
182,141,2
89,149,2
170,88,2
31,59,2
172,148,2
88,130,2
50,12,2
78,29,2
106,137,2
51,147,2
46,73,2
124,188,2
152,50,2
117,80,2
92,123,2
163,20,2
88,102,2
32,177,2
131,129,2
68,51,2
71,56,2
74,29,2
180,17,2
105,29,2
195,2,2
76,176,2
25,143,2
176,40,2
106,92,2
11,18,2
87,35,2
125,30,2
165,92,2
156,37,2
1,145,2
175,85,2
113,199,2
191,22,2
18,70,2
107,196,2
68,23,2
108,179,2
158,48,2
192,60,2
135,116,2
119,105,2
190,88,2
100,90,2
90,164,2
106,47,2
91,42,2
66,191,2
194,192,2
189,123,2
100,130,2
64,177,2
191,181,2
71,69,2
193,15,2
168,143,2
41,23,2
20,78,2
76,7,2
60,20,2
44,100,2
2,27,2
27,152,2
62,17,2
85,159,2
82,174,2
29,111,2
140,161,2
120,10,2
126,163,2
77,65,2
156,108,2
33,143,2
64,142,2
176,179,2
197,79,2
194,131,2
123,79,2
13,31,2
63,143,2
19,163,2
182,54,2
149,10,2
127,8,2
111,107,2
2,162,2
162,77,2
111,73,2
200,196,2
137,95,2
164,62,2
1,110,2
39,124,2
126,58,2
160,10,2
13,107,2
73,16,2
133,160,2
199,108,2
136,170,2
10,138,2
33,179,2
199,34,2
90,86,2
164,123,2
116,165,2
67,9,2
34,55,2
16,152,2
43,119,2
83,19,2
130,87,2
43,33,2
115,3,2
38,192,2
145,58,2
129,131,2
52,143,2
194,24,2
134,200,2
64,55,2
175,139,2
192,180,2
193,96,2
92,106,2
23,59,2
18,174,2
143,104,2
89,107,2
65,135,2
145,188,2
64,173,2
36,33,2
189,139,2
200,87,2
172,46,2
125,127,2
120,89,2
46,79,2
14,168,2
195,154,2
2,46,2
127,160,2
160,195,2
44,128,2
156,165,2
85,12,2
166,21,2
66,5,2
7,106,2
177,188,2
26,155,2
155,89,2
14,49,2
105,19,2
63,183,2
130,143,2
122,168,2
45,112,2
31,54,2
2,87,2
161,27,2
185,167,2
140,32,2
132,21,2
20,161,2
127,196,2
83,78,2
112,10,2
16,156,2
124,159,2
92,163,2
3,75,2
129,136,2
171,12,2
12,66,2
182,97,2
136,146,2
160,40,2
35,174,2
69,197,2
65,76,2
141,110,2
34,39,2
39,161,2
18,80,2
84,176,2
34,129,2
73,123,2
54,19,2
21,29,2
108,138,2
86,194,2
81,77,2
77,64,2
194,171,2
144,78,2
40,117,2
89,135,2
59,167,2
5,41,2
43,84,2
18,95,2
197,142,2
4,32,2
163,94,2
154,100,2
195,58,2
153,169,2
180,155,2
111,175,2
170,121,2
80,73,2
123,145,2
67,154,2
151,103,2
199,190,2
63,28,2
187,107,2
138,163,2
93,103,2
6,46,2
123,7,2
12,78,2
138,196,2
24,8,2
188,49,2
37,37,2
76,30,2
106,103,2
179,121,2
67,164,2
192,171,2
82,155,2
199,76,2
76,20,2
9,80,2
78,148,2
173,31,2
49,153,2
141,45,2
57,62,2
191,40,2
48,197,2
165,165,2
2,54,2
63,110,2
109,61,2
16,30,2
169,125,2
49,27,2
27,132,2
74,196,2
89,36,2
80,188,2
62,16,2
23,9,2
9,23,2
197,84,2
94,28,2
53,45,2
90,53,2
186,84,2
45,134,2
175,52,2
198,119,2
182,145,2
92,140,2
28,172,2
106,62,2
184,46,2
160,108,2
132,32,2
18,116,2
140,193,2
189,18,2
55,82,2
57,82,2
33,148,2
100,87,2
78,155,2
11,180,2
70,190,2
11,151,2
107,12,2
168,2,2
62,87,2
189,199,2
29,92,2
65,33,2
98,184,2
69,100,2
188,176,2
165,196,2
84,181,2
82,42,2
49,13,2
29,13,2
37,45,2
54,31,2
2,78,2
89,117,2
117,78,2
89,69,2
197,23,2
93,161,2
1,151,2
43,103,2
96,190,2
109,112,2
138,164,2
109,193,2
192,50,2
42,74,2
74,165,2
92,30,2
160,44,2
166,174,2
79,197,2
37,140,2
146,193,2
63,123,2
102,113,2
27,103,2
113,104,2
43,106,2
45,51,2
49,113,2
172,197,2
76,189,2
99,56,2
157,115,2
115,4,2
4,25,2
183,182,2
60,41,2
182,52,2
186,87,2
87,21,2
52,134,2
84,151,2
69,32,2
94,13,2
102,8,2
93,167,2
5,89,2
87,37,2
144,39,2
157,138,2
64,39,2
133,120,2
14,137,2
150,79,2
87,190,2
77,66,2
48,180,2
28,151,2
51,138,2
54,39,2
164,2,2
189,118,2
137,89,2
7,36,2
153,36,2
197,113,2
15,36,2
78,146,2
199,182,2
73,80,2
95,30,2
184,158,2
127,170,2
58,134,2
117,45,2
42,179,2
187,8,2
13,30,2
108,145,2
191,160,2
169,26,2
142,124,2
196,162,2
147,177,2
19,43,2
35,148,2
92,103,2
103,133,2
190,97,2
75,163,2
32,28,2
118,82,2
62,86,2
136,37,2
200,129,2
14,180,2
82,144,2
181,174,2
161,47,2
165,89,2
18,152,2
152,33,2
175,132,2
43,42,2
60,13,2
90,30,2
145,90,2
46,75,2
199,127,2
43,191,2
94,129,2
26,30,2
159,102,2
180,200,2
200,125,2
155,43,2
33,54,2
177,123,2
78,33,2
28,164,2
183,92,2
93,10,2
1,60,2
43,9,2
162,24,2
124,99,2
40,127,2
156,132,2
132,60,2
94,8,2
124,76,2
108,129,2
77,20,2
164,180,2
121,73,2
82,49,2
171,65,2
176,121,2
35,18,2
16,176,2
40,199,2
85,167,2
48,117,2
23,140,2
128,48,2
161,50,2
198,180,2
144,194,2
12,108,2
62,22,2
161,191,2
197,58,2
138,113,2
52,27,2
5,20,2
113,51,2
57,152,2
199,181,2
81,193,2
171,161,2
127,47,2
124,176,2
191,119,2
56,199,2
107,162,2
26,195,2
47,199,2
16,159,2
153,167,2
149,145,2
139,194,2
24,115,2
59,131,2
95,167,2
46,133,2
196,14,2
14,79,2
109,128,2
179,66,2
10,110,2
93,38,2
176,180,2
152,119,2
96,122,2
157,194,2
82,182,2
145,6,2
108,86,2
81,29,2
179,53,2
6,13,2
164,86,2
196,92,2
43,50,2
7,149,2
79,174,2
64,180,2
172,139,2
63,134,2
58,114,2
110,87,2
10,134,2
144,23,2
137,9,2
129,53,2
71,132,2
42,120,2
14,109,2
101,186,2
3,49,2
85,199,2
3,167,2
44,25,2
34,83,2
81,133,2
172,91,2
136,85,2
26,91,2
35,157,2
72,52,2
68,123,2
183,193,2
33,74,2
147,198,2
196,28,2
154,152,2
8,121,2
61,185,2
112,194,2
87,25,2
170,25,2
144,67,2
108,66,2
22,141,2
154,50,2
50,24,2
30,166,2
39,96,2
11,4,2
100,180,2
13,114,2
88,135,2
18,34,2
34,198,2
184,145,2
28,19,2
28,120,2
80,70,2
31,20,2
55,105,2
154,24,2
44,61,2
137,115,2
116,114,2
54,82,2
45,194,2
111,145,2
89,110,2
127,25,2
99,114,2
199,68,2
168,169,2
132,172,2
173,149,2
189,148,2
166,163,2
3,1,2
142,44,2
19,153,2
159,156,2
8,185,2
120,175,2
63,192,2
29,175,2
49,181,2
140,98,2
151,176,2
90,116,2
8,64,2
79,29,2
120,148,2
49,149,2
14,52,2
88,88,2
80,58,2
37,168,2
60,3,2
198,197,2
198,45,2
131,81,2
132,55,2
108,81,2
71,42,2
15,127,2
49,117,2
176,17,2
145,162,2
62,34,2
156,23,2
162,193,2
11,114,2
195,199,2
177,67,2
173,151,2
90,187,2
114,41,2
64,170,2
89,75,2
176,10,2
87,72,2
43,36,2
18,73,2
97,94,2
132,14,2
145,98,2
82,141,2
178,141,2
89,200,2
173,118,2
136,151,2
131,77,2
144,28,2
55,87,2
69,68,2
107,130,2
54,114,2
19,187,2
103,101,2
160,98,2
171,124,2
53,58,2
104,142,2
198,188,2
168,200,2
181,103,2
200,27,2
38,146,2
30,184,2
196,25,2
102,78,2
35,176,2
56,4,2
169,100,2
54,33,2
145,4,2
16,124,2
68,186,2
93,92,2
167,18,2
33,53,2
51,90,2
123,121,2
110,82,2
1,123,2
86,97,2
163,181,2
18,3,2
172,165,2
112,1,2
118,19,2
146,167,2
65,72,2
193,124,2
79,117,2
23,66,2
104,35,2
90,134,2
134,48,2
173,196,2
88,125,2
125,128,2
163,23,2
7,165,2
8,111,2
8,22,2
93,170,2
80,82,2
171,7,2
135,39,2
91,72,2
146,134,2
131,60,2
47,183,2
131,199,2
67,57,2
39,162,2
170,151,2
133,149,2
6,29,2
148,153,2
6,118,2
165,176,2
22,20,2
119,171,2
77,149,2
149,73,2
12,177,2
145,140,2
3,22,2
83,54,2
19,115,2
85,82,2
103,193,2
24,152,2
50,83,2
24,78,2
56,86,2
164,40,2
39,42,2
80,17,2
67,30,2
101,93,2
97,153,2
81,61,2
70,121,2
49,179,2
153,121,2
121,47,2
36,112,2
181,60,2
7,9,2
171,83,2
148,31,2
59,33,2
33,91,2
184,124,2
35,42,2
51,2,2
2,88,2
177,1,2
171,197,2
178,104,2
162,91,2
194,57,2
95,104,2
190,64,2
176,119,2
64,20,2
148,1,2
28,133,2
171,71,2
13,180,2
126,15,2
22,172,2
57,137,2
142,131,2
198,143,2
104,182,2
130,193,2
18,69,2
39,168,2
75,179,2
66,126,2
194,83,2
106,140,2
59,62,2
62,115,2
121,86,2
81,182,2
28,109,2
114,194,2
40,197,2
13,102,2
185,151,2
10,104,2
187,125,2
177,141,2
117,129,2
129,170,2
54,154,2
17,189,2
149,121,2
166,175,2
130,54,2
163,170,2
70,6,2
178,176,2
110,40,2
40,13,2
125,53,2
131,181,2
190,21,2
66,179,2
35,166,2
122,4,2
42,116,2
99,51,2
51,163,2
105,77,2
56,72,2
132,140,2
101,148,2
169,3,2
153,51,2
90,137,2
111,154,2
116,36,2
7,100,2
160,116,2
15,19,2
112,140,2
147,84,2
85,49,2
44,116,2
116,55,2
183,47,2
129,192,2
145,23,2
1,179,2
153,135,2
72,118,2
108,21,2
54,148,2
98,148,2
171,1,2
1,167,2
62,94,2
175,121,2
176,28,2
28,111,2
123,58,2
58,32,2
33,153,2
171,192,2
193,26,2
118,106,2
180,184,2
72,35,2
81,11,2
48,183,2
7,97,2
107,17,2
66,77,2
77,29,2
38,6,2
74,139,2
74,129,2
187,101,2
66,131,2
71,148,2
20,104,2
178,126,2
105,35,2
9,199,2
9,154,2
142,50,2
200,176,2
174,18,2
161,9,2
91,1,2
84,3,2
188,105,2
73,133,2
71,114,2
57,38,2
158,146,2
127,3,2
28,24,2
52,33,2
115,144,2
49,93,2
49,68,2
77,27,2
164,34,2
182,110,2
67,96,2
65,178,2
17,23,2
44,108,2
108,4,2
15,145,2
100,128,2
73,55,2
71,30,2
70,180,2
167,25,2
159,145,2
170,107,2
9,101,2
22,109,2
51,63,2
175,5,2
53,57,2
112,39,2
169,159,2
89,9,2
152,132,2
1,126,2
162,154,2
114,86,2
188,150,2
55,63,2
178,17,2
12,193,2
11,199,2
198,170,2
83,129,2
74,63,2
97,142,2
83,117,2
108,92,2
68,180,2
197,154,2
93,30,2
50,108,2
177,114,2
157,70,2
70,70,2
192,28,2
41,175,2
147,161,2
195,158,2
63,133,2
21,175,2
59,179,2
200,39,2
178,107,2
172,200,2
178,2,2
11,167,2
124,141,2
153,145,2
117,60,2
156,81,2
121,33,2
33,61,2
71,124,2
88,30,2
67,65,2
180,20,2
182,92,2
194,91,2
155,49,2
1,40,2
129,60,2
130,91,2
163,116,2
181,122,2
64,72,2
150,160,2
141,52,2
69,75,2
100,77,2
64,49,2
102,194,2
16,184,2
177,148,2
174,90,2
97,113,2
58,20,2
70,195,2
56,148,2
148,32,2
87,90,2
87,197,2
35,109,2
1,30,2
116,37,2
40,191,2
162,109,2
146,5,2
94,171,2
163,66,2
185,105,2
49,168,2
190,137,2
180,173,2
150,124,2
117,33,2
108,184,2
38,118,2
147,28,2
54,92,2
97,99,2
124,184,2
16,23,2
14,187,2
143,98,2
186,112,2
32,77,2
105,76,2
57,69,2
109,76,2
106,194,2
162,2,2
139,169,2
172,87,2
61,151,2
159,161,2
104,52,2
172,134,2
89,88,2
173,159,2
157,134,2
75,192,2
63,167,2
199,61,2
133,44,2
169,93,2
93,27,2
99,163,2
38,133,2
155,53,2
119,116,2
124,117,2
125,138,2
92,160,2
196,47,2
65,86,2
116,158,2
64,51,2
74,110,2
123,3,2
123,123,2
199,186,2
180,48,2
55,167,2
3,81,2
69,146,2
24,144,2
68,15,2
62,112,2
55,23,2
1,117,2
77,38,2
174,133,2
97,41,2
20,178,2
82,11,2
137,5,2
153,55,2
26,23,2
183,79,2
67,116,2
62,63,2
170,116,2
1,132,2
115,35,2
1,115,2
139,56,2
58,117,2
145,109,2
93,148,2
88,43,2
193,118,2
127,152,2
189,142,2
39,33,2
155,115,2
122,21,2
9,162,2
154,128,2
185,82,2
59,95,2
46,114,2
161,170,2
53,62,2
188,83,2
180,64,2
174,49,2
98,119,2
142,28,2
119,32,2
200,24,2
172,131,2
86,76,2
113,113,2
165,12,2
136,164,2
49,1,2
17,47,2
167,171,2
2,7,2
14,158,2
121,100,2
131,85,2
35,48,2
173,50,2
62,187,2
52,157,2
90,67,2
75,25,2
147,112,2
139,24,2
106,88,2
85,34,2
11,43,2
149,24,2
134,20,2
73,109,2
183,149,2
58,62,2
21,103,2
139,160,2
142,148,2
166,83,2
181,89,2
45,30,2
149,153,2
88,90,2
88,179,2
13,108,2
139,100,2
72,103,2
156,67,2
150,138,2
143,135,2
185,61,2
61,172,2
54,190,2
121,144,2
32,44,2
69,91,2
173,41,2
101,101,2
146,76,2
195,66,2
189,1,2
110,48,2
4,140,2
149,69,2
169,42,2
58,34,2
21,191,2
155,128,2
148,94,2
61,181,2
68,178,2
51,167,2
123,165,2
70,73,2
173,175,2
39,81,2
181,180,2
145,150,2
178,69,2
158,161,2
146,96,2
188,127,2
191,199,2
63,48,2
157,26,2
89,31,2
52,189,2
198,33,2
130,40,2
40,80,2
191,148,2
167,39,2
186,188,2
63,38,2
59,32,2
96,84,2
189,120,2
38,89,2
77,61,2
151,71,2
12,87,2
96,38,2
91,97,2
31,44,2
59,116,2
116,109,2
177,6,2
41,55,2
8,4,2
46,170,2
115,124,2
5,167,2
157,79,2
178,160,2
80,9,2
9,53,2
155,68,2
159,9,2
119,172,2
109,71,2
67,19,2
39,6,2
32,114,2
100,59,2
92,137,2
37,105,2
133,61,2
59,65,2
37,65,2
63,190,2
135,91,2
47,109,2
46,35,2
133,170,2
41,181,2
92,125,2
47,10,2
10,186,2
34,92,2
31,156,2
71,55,2
192,105,2
127,33,2
1,113,2
93,197,2
178,3,2
146,30,2
104,19,2
19,160,2
134,84,2
73,192,2
136,55,2
90,136,2
107,39,2
39,128,2
106,163,2
77,156,2
94,53,2
35,72,2
77,74,2
19,194,2
194,3,2
174,101,2
176,172,2
156,12,2
190,58,2
45,77,2
73,91,2
183,126,2
169,162,2
76,133,2
124,83,2
83,158,2
5,157,2
91,74,2
184,77,2
83,58,2
178,130,2
130,182,2
135,19,2
187,83,2
182,58,2
74,136,2
139,136,2
16,34,2
47,64,2
15,49,2
128,164,2
192,74,2
76,114,2
166,124,2
123,185,2
158,29,2
52,180,2
180,182,2
32,163,2
113,33,2
193,5,2
16,114,2
22,13,2
26,103,2
142,15,2
34,149,2
5,156,2
4,135,2
2,97,2
154,20,2
81,160,2
128,74,2
91,112,2
100,105,2
72,131,2
154,194,2
153,4,2
78,134,2
64,21,2
76,186,2
138,110,2
63,198,2
115,195,2
164,10,2
195,34,2
5,7,2
106,66,2
100,71,2
122,89,2
15,69,2
151,46,2
151,197,2
128,159,2
164,173,2
195,164,2
5,98,2
131,161,2
150,77,2
147,199,2
99,17,2
61,55,2
145,41,2
188,73,2
188,183,2
128,52,2
114,176,2
42,31,2
173,59,2
165,167,2
53,59,2
64,57,2
195,22,2
138,193,2
84,84,2
134,181,2
9,126,2
119,99,2
53,164,2
93,118,2
60,68,2
200,157,2
59,90,2
112,29,2
128,80,2
171,153,2
60,39,2
39,196,2
161,11,2
27,165,2
54,198,2
27,20,2
187,154,2
83,111,2
196,171,2
194,35,2
38,183,2
101,64,2
144,175,2
70,81,2
50,93,2
200,31,2
97,23,2
116,182,2
62,154,2
133,68,2
53,21,2
75,158,2
158,66,2
46,13,2
22,72,2
92,49,2
133,16,2
168,8,2
115,7,2
191,77,2
129,179,2
179,167,2
169,31,2
63,20,2
142,153,2
155,150,2
177,5,2
86,136,2
16,11,2
68,71,2
39,101,2
103,53,2
99,50,2
7,151,2
70,164,2
162,88,2
157,108,2
89,122,2
126,172,2
31,145,2
113,139,2
3,184,2
191,163,2
53,171,2
159,87,2
192,99,2
110,60,2
60,132,2
79,162,2
111,3,2
42,119,2
183,19,2
39,78,2
179,2,2
117,12,2
117,98,2
186,141,2
113,89,2
147,155,2
185,87,2
182,161,2
5,175,2
88,96,2
196,58,2
25,175,2
145,83,2
152,76,2
70,38,2
176,101,2
8,43,2
10,115,2
195,102,2
102,191,2
51,194,2
200,78,2
114,165,2
2,100,2
75,8,2
75,68,2
135,54,2
139,152,2
140,47,2
47,55,2
38,113,2
104,138,2
129,151,2
71,36,2
96,117,2
193,130,2
188,41,2
120,164,2
194,82,2
199,110,2
21,119,2
190,20,2
177,167,2
173,170,2
188,115,2
40,64,2
178,114,2
48,42,2
157,15,2
120,139,2
113,180,2
198,86,2
18,141,2
148,37,2
37,161,2
8,140,2
77,154,2
144,107,2
172,1,2
182,25,2
103,170,2
188,86,2
169,109,2
92,26,2
44,115,2
179,136,2
161,162,2
111,178,2
184,89,2
151,118,2
119,53,2
165,110,2
168,59,2
157,139,2
59,5,2
82,41,2
179,131,2
71,92,2
92,149,2
15,131,2
126,71,2
148,164,2
14,120,2
102,198,2
78,91,2
48,112,2
27,89,2
178,62,2
31,146,2
114,172,2
178,166,2
147,101,2
14,197,2
171,198,2
54,184,2
9,150,2
146,133,2
168,48,2
52,156,2
74,177,2
137,21,2
34,23,2
37,108,2
3,106,2
53,138,2
124,22,2
35,153,2
111,67,2
59,200,2
178,50,2
184,74,2
175,158,2
58,145,2
171,80,2
147,115,2
86,128,2
50,30,2
68,192,2
68,78,2
180,177,2
162,48,2
21,87,2
45,178,2
64,42,2
49,131,2
79,18,2
192,179,2
48,128,2
128,186,2
69,85,2
73,59,2
53,126,2
98,79,2
145,1,2
121,182,2
143,79,2
196,110,2
189,154,2
22,96,2
124,66,2
7,69,2
131,17,2
195,1,2
158,7,2
137,189,2
187,147,2
170,91,2
159,21,2
151,189,2
189,170,2
140,3,2
192,97,2
180,138,2
110,30,2
30,116,2
32,196,2
29,37,2
25,137,2
63,77,2
37,2,2
139,102,2
170,147,2
35,86,2
86,176,2
40,71,2
60,76,2
113,110,2
124,151,2
15,40,2
87,20,2
110,59,2
133,87,2
116,106,2
135,157,2
195,48,2
34,57,2
87,132,2
73,96,2
73,161,2
117,138,2
192,161,2
81,17,2
29,42,2
52,165,2
106,86,2
161,183,2
115,21,2
125,28,2
32,172,2
85,179,2
122,117,2
169,44,2
50,90,2
17,5,2
118,137,2
42,4,2
160,93,2
120,49,2
119,97,2
187,25,2
134,85,2
142,66,2
81,33,2
151,33,2
185,21,2
83,86,2
36,195,2
65,88,2
30,103,2
113,115,2
193,131,2
80,182,2
35,102,2
167,64,2
128,120,2
36,26,2
46,152,2
64,163,2
180,99,2
22,63,2
170,103,2
111,101,2
71,12,2
166,109,2
9,40,2
135,118,2
136,163,2
23,102,2
74,121,2
